student,question,activityFK,answer,answerFlag,answerTimestamp
59,106,16640,D,1,2017-06-15 07:41:25.128396+00:00
41,105,16486,C,1,2017-06-15 07:41:15.255565+00:00
45,107,16635,B,1,2017-06-15 07:41:06.061829+00:00
79,110,16621,A,2,2017-06-15 07:41:02.413820+00:00
79,110,16621,A,2,2017-06-15 07:41:02.066484+00:00
48,109,16620,C,1,2017-06-15 07:41:01.875109+00:00
71,111,16571,B,1,2017-06-15 07:40:59.823665+00:00
48,109,16620,D,2,2017-06-15 07:40:59.479981+00:00
79,110,16621,D,1,2017-06-15 07:40:58.124169+00:00
79,110,16621,D,1,2017-06-15 07:40:57.836848+00:00
79,110,16621,C,2,2017-06-15 07:40:55.735103+00:00
79,110,16621,C,2,2017-06-15 07:40:55.385923+00:00
48,109,16620,A,2,2017-06-15 07:40:55.187040+00:00
79,110,16621,B,2,2017-06-15 07:40:53.980950+00:00
79,110,16621,B,2,2017-06-15 07:40:53.609382+00:00
79,110,16621,D,1,2017-06-15 07:40:51.610098+00:00
79,110,16621,D,1,2017-06-15 07:40:51.079877+00:00
79,110,16621,D,1,2017-06-15 07:40:50.449536+00:00
79,110,16621,D,1,2017-06-15 07:40:49.664074+00:00
79,110,16621,D,1,2017-06-15 07:40:48.592397+00:00
79,110,16621,D,1,2017-06-15 07:40:48.287089+00:00
79,110,16621,D,1,2017-06-15 07:40:47.983094+00:00
59,111,16520,B,1,2017-06-15 07:40:47.773594+00:00
79,110,16621,D,1,2017-06-15 07:40:47.706537+00:00
79,110,16621,D,1,2017-06-15 07:40:47.232438+00:00
79,110,16621,D,1,2017-06-15 07:40:46.925249+00:00
79,110,16621,D,1,2017-06-15 07:40:46.650777+00:00
79,110,16621,D,1,2017-06-15 07:40:46.330701+00:00
79,110,16621,D,1,2017-06-15 07:40:45.747789+00:00
45,106,16629,D,1,2017-06-15 07:40:45.117371+00:00
59,111,16520,D,2,2017-06-15 07:40:45.036340+00:00
79,110,16621,D,1,2017-06-15 07:40:41.808019+00:00
83,110,16610,D,1,2017-06-15 07:40:40.581989+00:00
83,110,16610,A,2,2017-06-15 07:40:34.447633+00:00
45,108,16627,B,1,2017-06-15 07:40:31.251420+00:00
52,111,16624,B,1,2017-06-15 07:40:26.472669+00:00
52,111,16624,B,1,2017-06-15 07:40:25.292900+00:00
59,111,16520,A,2,2017-06-15 07:40:22.805504+00:00
52,111,16624,B,1,2017-06-15 07:40:12.166150+00:00
45,109,16598,C,1,2017-06-15 07:40:07.000519+00:00
18,108,16622,B,1,2017-06-15 07:40:02.626865+00:00
18,111,16579,B,1,2017-06-15 07:39:40.442596+00:00
41,105,16486,B,2,2017-06-15 07:39:33.738573+00:00
41,105,16486,A,2,2017-06-15 07:39:27.983108+00:00
45,109,16598,D,2,2017-06-15 07:39:27.072703+00:00
12,111,16580,B,1,2017-06-15 07:39:15.202523+00:00
12,111,16580,D,2,2017-06-15 07:39:11.089924+00:00
58,107,16615,B,1,2017-06-15 07:39:11.034841+00:00
71,111,16571,A,2,2017-06-15 07:38:43.962693+00:00
58,106,16594,D,1,2017-06-15 07:38:39.383257+00:00
48,108,16609,B,1,2017-06-15 07:38:39.141758+00:00
58,106,16594,C,2,2017-06-15 07:38:36.314879+00:00
58,106,16594,B,2,2017-06-15 07:38:33.935032+00:00
48,108,16609,B,1,2017-06-15 07:38:29.690900+00:00
58,106,16594,A,2,2017-06-15 07:38:27.340032+00:00
18,111,16579,D,2,2017-06-15 07:38:15.308287+00:00
38,111,16600,B,1,2017-06-15 07:37:19.828229+00:00
33,105,16566,C,1,2017-06-15 07:37:10.452303+00:00
33,105,16566,A,2,2017-06-15 07:37:07.460812+00:00
33,105,16566,B,2,2017-06-15 07:37:00.965426+00:00
38,105,16592,C,1,2017-06-15 07:37:00.740184+00:00
45,110,16588,D,1,2017-06-15 07:36:38.665458+00:00
16,105,16575,C,1,2017-06-15 07:36:32.743616+00:00
38,111,16590,B,1,2017-06-15 07:36:09.343330+00:00
38,111,16587,B,1,2017-06-15 07:36:02.592308+00:00
38,111,16573,B,1,2017-06-15 07:35:55.627910+00:00
45,105,16577,C,1,2017-06-15 07:35:34.289696+00:00
45,105,16577,B,2,2017-06-15 07:35:29.672854+00:00
45,105,16577,A,2,2017-06-15 07:35:27.118489+00:00
16,105,16575,D,2,2017-06-15 07:34:31.420232+00:00
33,105,16566,D,2,2017-06-15 07:34:29.258060+00:00
16,105,16575,B,2,2017-06-15 07:34:28.976567+00:00
38,111,16573,D,2,2017-06-15 07:34:17.194844+00:00
45,111,16556,B,1,2017-06-15 07:33:32.598909+00:00
12,105,16531,C,1,2017-06-15 07:32:58.488949+00:00
46,110,16562,D,1,2017-06-15 07:32:44.722982+00:00
12,105,16531,D,2,2017-06-15 07:32:33.996110+00:00
38,105,16565,C,1,2017-06-15 07:32:26.979502+00:00
16,110,16568,D,1,2017-06-15 07:32:16.290218+00:00
18,105,16550,C,1,2017-06-15 07:31:53.948205+00:00
18,105,16550,D,2,2017-06-15 07:31:51.581362+00:00
18,105,16550,A,2,2017-06-15 07:31:36.384335+00:00
16,109,16560,C,1,2017-06-15 07:31:27.240962+00:00
18,105,16550,B,2,2017-06-15 07:31:26.997724+00:00
38,105,16563,C,1,2017-06-15 07:31:15.045961+00:00
38,105,16563,D,2,2017-06-15 07:31:13.287067+00:00
38,105,16563,A,2,2017-06-15 07:30:52.803287+00:00
38,105,16563,B,2,2017-06-15 07:30:48.119292+00:00
46,109,16547,C,1,2017-06-15 07:30:15.894802+00:00
33,110,16548,D,1,2017-06-15 07:30:10.943228+00:00
16,108,16558,B,1,2017-06-15 07:30:06.138719+00:00
16,107,16555,B,1,2017-06-15 07:29:37.280344+00:00
46,109,16547,A,2,2017-06-15 07:29:36.212308+00:00
16,106,16552,D,1,2017-06-15 07:29:19.864121+00:00
16,111,16509,B,1,2017-06-15 07:29:00.920024+00:00
11,107,16551,B,1,2017-06-15 07:28:49.962766+00:00
11,106,16549,D,1,2017-06-15 07:28:28.753671+00:00
18,110,16546,D,1,2017-06-15 07:28:17.847736+00:00
11,109,16539,C,1,2017-06-15 07:28:13.119894+00:00
46,108,16545,B,1,2017-06-15 07:27:47.850691+00:00
46,107,16541,B,1,2017-06-15 07:27:31.122504+00:00
46,106,16540,D,1,2017-06-15 07:27:02.323396+00:00
11,108,16534,B,1,2017-06-15 07:26:34.402848+00:00
38,110,16536,D,1,2017-06-15 07:26:31.101514+00:00
38,110,16533,D,1,2017-06-15 07:26:22.180800+00:00
38,110,16529,D,1,2017-06-15 07:26:15.884782+00:00
12,110,16521,D,1,2017-06-15 07:26:12.701202+00:00
38,110,16524,D,1,2017-06-15 07:26:07.750095+00:00
11,105,16516,C,1,2017-06-15 07:25:37.239642+00:00
38,110,16513,D,1,2017-06-15 07:25:28.465767+00:00
11,105,16516,B,2,2017-06-15 07:25:28.389012+00:00
11,105,16516,A,2,2017-06-15 07:25:25.034705+00:00
38,110,16513,C,2,2017-06-15 07:24:47.458503+00:00
11,110,16510,D,1,2017-06-15 07:24:12.429583+00:00
38,109,16508,C,1,2017-06-15 07:23:55.951888+00:00
11,111,16506,B,1,2017-06-15 07:23:19.202668+00:00
38,108,16505,B,1,2017-06-15 07:22:16.470631+00:00
38,107,16503,B,1,2017-06-15 07:22:07.313085+00:00
38,106,16501,D,1,2017-06-15 07:21:54.554531+00:00
65,109,16499,C,1,2017-06-15 06:54:47.013952+00:00
65,109,16499,D,2,2017-06-15 06:54:39.467025+00:00
65,108,16492,B,1,2017-06-15 06:50:16.419287+00:00
65,107,16491,B,1,2017-06-15 06:46:18.104385+00:00
65,107,16491,D,2,2017-06-15 06:46:15.464797+00:00
65,107,16491,A,2,2017-06-15 06:46:13.267462+00:00
65,107,16491,C,2,2017-06-15 06:46:10.231394+00:00
65,106,16490,D,1,2017-06-15 06:44:45.350602+00:00
65,106,16490,B,2,2017-06-15 06:44:41.989885+00:00
65,106,16490,A,2,2017-06-15 06:44:33.040299+00:00
65,104,16489,B,1,2017-06-15 06:43:45.557591+00:00
65,104,16489,D,2,2017-06-15 06:43:40.868273+00:00
65,104,16489,C,2,2017-06-15 06:43:38.479602+00:00
65,110,16488,D,1,2017-06-15 06:42:44.992157+00:00
65,105,16487,C,1,2017-06-15 06:42:25.639496+00:00
65,105,16487,D,2,2017-06-15 06:42:23.097493+00:00
65,105,16487,B,2,2017-06-15 06:42:20.305654+00:00
65,105,16487,A,2,2017-06-15 06:42:17.737357+00:00
29,109,16485,C,1,2017-06-15 06:00:06.229780+00:00
55,108,16482,B,1,2017-06-15 05:56:57.018692+00:00
29,108,16483,B,1,2017-06-15 05:56:54.740478+00:00
55,108,16482,C,2,2017-06-15 05:56:53.778834+00:00
29,107,16481,B,1,2017-06-15 05:56:33.772891+00:00
29,69,16475,B,1,2017-06-15 05:56:09.121806+00:00
55,109,16479,C,1,2017-06-15 05:56:03.582733+00:00
55,109,16479,D,2,2017-06-15 05:55:57.909902+00:00
55,109,16479,B,2,2017-06-15 05:55:53.568313+00:00
55,109,16479,A,2,2017-06-15 05:55:49.354572+00:00
55,107,16477,B,1,2017-06-15 05:54:55.830787+00:00
55,107,16477,A,2,2017-06-15 05:54:50.634564+00:00
55,107,16477,C,2,2017-06-15 05:54:17.464803+00:00
55,105,16462,C,1,2017-06-15 05:53:56.811828+00:00
55,105,16462,C,1,2017-06-15 05:53:56.638921+00:00
55,105,16462,C,1,2017-06-15 05:53:55.550550+00:00
55,105,16462,C,1,2017-06-15 05:53:54.714522+00:00
55,105,16462,A,2,2017-06-15 05:53:50.615711+00:00
55,105,16462,B,2,2017-06-15 05:53:45.378274+00:00
55,105,16462,D,2,2017-06-15 05:53:39.806407+00:00
9,105,16474,C,1,2017-06-15 05:51:46.195058+00:00
29,68,16473,A,1,2017-06-15 05:47:24.879453+00:00
29,106,16472,D,1,2017-06-15 05:46:16.749078+00:00
29,105,16471,C,1,2017-06-15 05:44:41.434162+00:00
29,105,16471,A,2,2017-06-15 05:44:24.746614+00:00
35,110,16466,D,1,2017-06-15 05:41:36.334969+00:00
35,105,16455,C,1,2017-06-15 05:34:35.025971+00:00
55,106,16461,D,1,2017-06-15 05:32:26.271130+00:00
55,106,16461,A,2,2017-06-15 05:32:22.981823+00:00
55,106,16461,B,2,2017-06-15 05:32:19.678318+00:00
55,104,16459,B,1,2017-06-15 05:31:53.666549+00:00
55,103,16457,A,1,2017-06-15 05:30:30.523157+00:00
55,103,16457,C,2,2017-06-15 05:30:28.311063+00:00
63,109,16452,C,1,2017-06-15 05:30:27.620067+00:00
63,109,16452,A,2,2017-06-15 05:30:25.865048+00:00
55,103,16457,B,2,2017-06-15 05:30:25.676260+00:00
55,102,16454,D,1,2017-06-15 05:29:48.664119+00:00
55,102,16454,C,2,2017-06-15 05:29:44.443963+00:00
55,102,16454,A,2,2017-06-15 05:29:42.031793+00:00
55,102,16454,B,2,2017-06-15 05:29:24.944974+00:00
55,101,16451,B,1,2017-06-15 05:28:55.147610+00:00
63,108,16449,B,1,2017-06-15 05:28:50.073694+00:00
55,100,16448,A,1,2017-06-15 05:28:27.743229+00:00
55,100,16448,C,2,2017-06-15 05:28:24.298416+00:00
55,100,16448,D,2,2017-06-15 05:28:22.320734+00:00
55,99,16445,D,1,2017-06-15 05:28:08.926734+00:00
55,99,16445,B,2,2017-06-15 05:28:06.690440+00:00
63,107,16443,B,1,2017-06-15 05:28:03.145566+00:00
55,98,16441,A,1,2017-06-15 05:27:03.995387+00:00
63,107,16443,C,2,2017-06-15 05:26:57.428773+00:00
63,106,16442,D,1,2017-06-15 05:26:38.229934+00:00
63,104,16439,B,1,2017-06-15 05:26:17.549591+00:00
73,110,16436,D,1,2017-06-15 04:25:59.108142+00:00
73,105,16435,C,1,2017-06-15 04:25:32.058231+00:00
73,105,16434,B,2,2017-06-15 04:24:33.357061+00:00
73,105,16434,A,2,2017-06-15 04:24:31.267045+00:00
73,103,16433,A,1,2017-06-15 04:23:34.870121+00:00
73,102,16431,D,1,2017-06-15 04:22:08.353833+00:00
73,102,16431,B,2,2017-06-15 04:22:02.639584+00:00
73,109,16430,C,1,2017-06-15 04:21:30.254439+00:00
73,108,16429,B,1,2017-06-15 04:13:09.084828+00:00
73,107,16427,B,1,2017-06-15 04:12:08.332611+00:00
73,106,16426,D,1,2017-06-15 04:11:50.455109+00:00
29,110,16422,D,1,2017-06-14 15:20:26.920367+00:00
29,110,16422,C,2,2017-06-14 15:20:14.947714+00:00
22,107,16419,B,1,2017-06-14 13:08:45.209628+00:00
22,108,16417,B,1,2017-06-14 13:08:21.222257+00:00
22,109,16415,C,1,2017-06-14 12:59:57.932958+00:00
22,110,16413,D,1,2017-06-14 12:57:37.291651+00:00
22,110,16413,D,1,2017-06-14 12:57:37.111312+00:00
22,110,16413,D,1,2017-06-14 12:57:36.913453+00:00
22,110,16413,D,1,2017-06-14 12:57:36.741246+00:00
22,110,16413,D,1,2017-06-14 12:57:36.593895+00:00
22,110,16413,D,1,2017-06-14 12:57:36.437761+00:00
22,110,16413,D,1,2017-06-14 12:57:36.267762+00:00
22,110,16413,D,1,2017-06-14 12:57:36.125526+00:00
22,110,16413,D,1,2017-06-14 12:57:35.961805+00:00
22,110,16413,D,1,2017-06-14 12:57:35.793791+00:00
22,110,16413,D,1,2017-06-14 12:57:35.653537+00:00
22,110,16413,D,1,2017-06-14 12:57:35.486373+00:00
22,110,16413,D,1,2017-06-14 12:57:35.328322+00:00
22,110,16413,D,1,2017-06-14 12:57:33.860161+00:00
22,110,16413,B,2,2017-06-14 12:57:29.899254+00:00
22,110,16413,A,2,2017-06-14 12:57:27.538832+00:00
22,110,16412,C,2,2017-06-14 12:55:23.133165+00:00
22,105,16410,C,1,2017-06-14 12:52:31.669855+00:00
22,105,16408,C,1,2017-06-14 12:52:15.529151+00:00
22,105,16404,C,1,2017-06-14 12:32:07.253190+00:00
22,105,16404,B,2,2017-06-14 12:32:05.148886+00:00
22,105,16404,D,2,2017-06-14 12:31:55.712069+00:00
22,106,16403,D,1,2017-06-14 12:30:06.936122+00:00
22,104,16399,A,2,2017-06-14 12:25:17.178344+00:00
22,103,16397,A,1,2017-06-14 12:23:27.032463+00:00
25,105,16395,C,1,2017-06-14 11:24:55.613051+00:00
25,105,16395,D,2,2017-06-14 11:24:53.980621+00:00
25,105,16395,A,2,2017-06-14 11:24:51.429832+00:00
25,105,16394,B,2,2017-06-14 11:23:33.395210+00:00
13,105,16388,C,1,2017-06-14 07:30:00.741566+00:00
13,105,16388,B,2,2017-06-14 07:29:48.532672+00:00
13,110,16385,D,1,2017-06-14 07:26:25.756144+00:00
13,110,16385,B,2,2017-06-14 07:26:22.179683+00:00
13,110,16385,A,2,2017-06-14 07:26:18.780892+00:00
13,110,16385,C,2,2017-06-14 07:25:54.380683+00:00
13,109,16383,C,1,2017-06-14 07:25:02.817671+00:00
13,108,16380,B,1,2017-06-14 07:23:17.239562+00:00
9,107,16377,B,1,2017-06-14 06:14:56.123227+00:00
9,109,16375,C,1,2017-06-14 06:13:48.667192+00:00
9,109,16375,A,2,2017-06-14 06:13:03.233700+00:00
9,109,16375,D,2,2017-06-14 06:12:25.765928+00:00
9,108,16374,B,1,2017-06-14 06:07:58.520842+00:00
9,106,16372,D,1,2017-06-14 06:06:57.631328+00:00
9,106,16372,A,2,2017-06-14 06:06:52.961018+00:00
12,109,16369,C,1,2017-06-13 11:56:28.563397+00:00
12,108,16368,B,1,2017-06-13 11:53:45.272452+00:00
12,106,16367,D,1,2017-06-13 11:53:09.091573+00:00
12,107,16366,B,1,2017-06-13 11:52:33.136061+00:00
54,109,16362,C,1,2017-06-13 11:01:17.978450+00:00
54,108,16361,B,1,2017-06-13 10:58:44.329746+00:00
54,107,16360,B,1,2017-06-13 10:58:22.605902+00:00
54,106,16359,D,1,2017-06-13 10:58:01.262867+00:00
54,110,16357,D,1,2017-06-13 10:56:56.943242+00:00
53,109,16356,C,1,2017-06-13 09:27:58.135666+00:00
53,110,16355,D,1,2017-06-13 09:26:00.092064+00:00
53,110,16355,B,2,2017-06-13 09:25:41.886115+00:00
53,108,16353,B,1,2017-06-13 09:24:43.716608+00:00
51,110,16351,D,1,2017-06-13 07:50:42.651680+00:00
51,110,16351,A,2,2017-06-13 07:50:40.227650+00:00
51,110,16351,B,2,2017-06-13 07:50:34.648358+00:00
51,110,16351,C,2,2017-06-13 07:50:32.239784+00:00
32,108,16348,B,1,2017-06-13 03:29:35.984230+00:00
32,107,16346,B,1,2017-06-13 03:29:08.900059+00:00
32,106,16344,D,1,2017-06-13 03:28:57.919074+00:00
20,108,16340,B,1,2017-06-12 11:42:26.759674+00:00
20,108,16339,A,2,2017-06-12 11:42:08.268672+00:00
20,107,16338,B,1,2017-06-12 11:40:37.618244+00:00
20,109,16333,C,1,2017-06-12 11:39:59.509459+00:00
35,108,16332,B,1,2017-06-12 10:43:12.320734+00:00
35,107,16331,B,1,2017-06-12 10:41:41.511380+00:00
35,109,16330,C,1,2017-06-12 10:40:58.536654+00:00
51,106,16329,D,1,2017-06-12 07:50:35.178072+00:00
51,107,16326,B,1,2017-06-12 07:49:53.266199+00:00
51,107,16326,C,2,2017-06-12 07:49:49.415663+00:00
51,107,16326,A,2,2017-06-12 07:49:45.814725+00:00
51,108,16323,B,1,2017-06-12 07:49:01.666639+00:00
51,109,16322,C,1,2017-06-12 07:48:31.731961+00:00
74,53,16319,A,1,2017-06-11 12:36:25.523009+00:00
74,52,16317,A,1,2017-06-11 12:34:32.652986+00:00
74,48,16316,B,1,2017-06-11 12:32:13.425190+00:00
74,10,16315,B,1,2017-06-11 12:30:54.825239+00:00
74,45,16314,A,1,2017-06-11 12:30:42.592591+00:00
74,42,16308,D,1,2017-06-11 12:07:32.506623+00:00
74,42,16306,D,1,2017-06-11 12:07:11.029345+00:00
74,41,16305,B,1,2017-06-11 12:06:24.805438+00:00
74,41,16303,B,1,2017-06-11 12:05:58.513829+00:00
74,40,16302,B,1,2017-06-11 12:05:35.545430+00:00
74,39,16301,D,1,2017-06-11 12:05:17.390885+00:00
74,39,16299,D,1,2017-06-11 12:04:55.756066+00:00
74,38,16297,A,1,2017-06-11 12:04:13.398601+00:00
74,37,16294,D,1,2017-06-11 12:03:32.899259+00:00
74,36,16293,B,1,2017-06-11 12:02:12.463796+00:00
74,36,16292,B,1,2017-06-11 12:01:52.756460+00:00
74,9,16290,C,1,2017-06-11 12:00:58.640881+00:00
74,35,16287,D,1,2017-06-11 12:00:07.066311+00:00
74,34,16286,C,1,2017-06-11 11:59:00.967225+00:00
74,33,16285,D,1,2017-06-11 11:58:40.792127+00:00
74,32,16284,B,1,2017-06-11 11:58:30.149178+00:00
74,32,16283,B,1,2017-06-11 11:55:28.425819+00:00
74,32,16282,A,2,2017-06-11 11:55:14.490588+00:00
74,31,16281,C,1,2017-06-11 11:54:09.706585+00:00
74,30,16279,D,1,2017-06-11 11:52:48.842071+00:00
74,30,16277,A,2,2017-06-11 11:51:53.426762+00:00
74,29,16276,A,1,2017-06-11 11:49:38.876753+00:00
74,28,16275,B,1,2017-06-11 11:47:04.865228+00:00
74,27,16274,B,1,2017-06-11 11:46:02.936866+00:00
74,26,16272,D,1,2017-06-11 11:17:43.290925+00:00
74,8,16271,C,1,2017-06-11 11:16:55.773958+00:00
74,25,16270,C,1,2017-06-11 11:16:36.123699+00:00
74,24,16269,B,1,2017-06-11 11:15:47.809065+00:00
74,23,16268,A,1,2017-06-11 11:10:35.511170+00:00
74,23,16267,B,2,2017-06-11 11:09:57.140536+00:00
74,22,16266,B,1,2017-06-11 11:09:05.633104+00:00
74,19,16263,A,1,2017-06-11 10:56:39.125409+00:00
74,20,16262,D,1,2017-06-11 10:54:37.705637+00:00
74,18,16261,C,1,2017-06-11 10:53:36.781014+00:00
74,17,16260,B,1,2017-06-11 10:53:24.745562+00:00
74,16,16258,D,1,2017-06-11 10:50:44.621781+00:00
74,7,16257,A,1,2017-06-11 10:49:39.715043+00:00
74,106,16255,D,1,2017-06-11 10:49:00.843170+00:00
74,108,16254,B,1,2017-06-11 10:48:42.377688+00:00
18,107,16253,B,1,2017-06-11 03:21:43.469293+00:00
18,106,16252,D,1,2017-06-11 03:21:26.789833+00:00
48,107,16250,B,1,2017-06-11 02:46:09.295870+00:00
48,107,16250,D,2,2017-06-11 02:46:07.407940+00:00
48,106,16249,D,1,2017-06-11 02:45:38.663985+00:00
53,107,16247,B,1,2017-06-11 00:53:12.519353+00:00
29,104,16245,B,1,2017-06-10 14:50:46.222926+00:00
29,104,16245,A,2,2017-06-10 14:50:37.731546+00:00
29,103,16244,A,1,2017-06-10 14:47:16.935808+00:00
29,103,16244,B,2,2017-06-10 14:46:12.489375+00:00
29,102,16243,D,1,2017-06-10 14:43:45.352587+00:00
29,101,16241,B,1,2017-06-10 14:39:04.735310+00:00
29,101,16241,A,2,2017-06-10 14:39:02.851899+00:00
29,100,16240,A,1,2017-06-10 14:31:44.650270+00:00
29,99,16239,D,1,2017-06-10 14:30:17.576465+00:00
29,99,16239,B,2,2017-06-10 14:30:15.567616+00:00
29,99,16239,A,2,2017-06-10 14:27:06.445167+00:00
29,97,16238,D,1,2017-06-10 14:22:51.209572+00:00
29,97,16238,C,2,2017-06-10 14:19:52.681399+00:00
29,98,16237,A,1,2017-06-10 14:17:36.994884+00:00
29,96,16236,A,1,2017-06-10 14:16:30.502101+00:00
29,96,16236,A,1,2017-06-10 14:15:45.012893+00:00
29,96,16236,C,2,2017-06-10 14:15:42.192996+00:00
29,95,16235,C,1,2017-06-10 14:13:44.955656+00:00
29,94,16234,D,1,2017-06-10 14:13:08.905897+00:00
29,93,16233,B,1,2017-06-10 14:12:01.070456+00:00
29,92,16232,D,1,2017-06-10 14:11:29.067428+00:00
74,107,16229,B,1,2017-06-10 13:34:48.425148+00:00
25,106,16223,D,1,2017-06-10 08:56:36.961579+00:00
25,104,16221,B,1,2017-06-10 08:54:49.423419+00:00
25,104,16221,C,2,2017-06-10 08:54:24.323658+00:00
25,102,16220,D,1,2017-06-10 08:47:21.746324+00:00
25,107,16218,B,1,2017-06-10 08:41:23.959021+00:00
13,107,16216,B,1,2017-06-10 07:29:14.295900+00:00
13,107,16216,C,2,2017-06-10 07:29:04.659403+00:00
13,106,16215,D,1,2017-06-10 07:28:44.110098+00:00
35,106,16210,D,1,2017-06-10 06:17:33.573577+00:00
8,93,16209,B,1,2017-06-09 17:37:14.866293+00:00
8,92,16207,D,1,2017-06-09 17:34:58.362213+00:00
8,91,16205,D,1,2017-06-09 17:32:16.494090+00:00
8,91,16205,C,2,2017-06-09 17:32:14.117948+00:00
8,91,16205,A,2,2017-06-09 17:32:01.235318+00:00
8,102,16204,D,1,2017-06-09 17:24:34.746777+00:00
8,106,16203,D,1,2017-06-09 17:23:29.524714+00:00
8,101,16201,B,1,2017-06-09 17:21:40.759896+00:00
8,101,16200,A,2,2017-06-09 17:20:56.962281+00:00
8,100,16199,A,1,2017-06-09 17:19:36.827603+00:00
8,99,16198,D,1,2017-06-09 17:19:01.094753+00:00
8,99,16198,A,2,2017-06-09 17:18:56.932936+00:00
8,98,16197,A,1,2017-06-09 17:12:55.445887+00:00
8,96,16047,A,1,2017-06-09 17:11:19.169528+00:00
8,96,16047,C,2,2017-06-09 17:10:42.353323+00:00
20,106,16195,D,1,2017-06-09 14:40:44.547081+00:00
29,91,16194,D,1,2017-06-09 14:36:38.243107+00:00
29,91,16194,C,2,2017-06-09 14:36:34.169479+00:00
29,90,16193,B,1,2017-06-09 14:36:02.719853+00:00
29,89,16192,B,1,2017-06-09 14:34:55.899353+00:00
29,88,16191,A,1,2017-06-09 14:32:50.385739+00:00
29,88,16191,C,2,2017-06-09 14:32:48.149379+00:00
29,88,16191,B,2,2017-06-09 14:32:45.457843+00:00
29,87,16190,D,1,2017-06-09 14:31:46.723907+00:00
29,86,16189,C,1,2017-06-09 14:31:35.201793+00:00
29,86,16189,A,2,2017-06-09 14:31:31.778320+00:00
29,85,16188,D,1,2017-06-09 14:30:43.135966+00:00
29,84,16187,C,1,2017-06-09 14:30:04.703658+00:00
29,84,16187,A,2,2017-06-09 14:30:02.154553+00:00
29,83,16186,C,1,2017-06-09 14:28:19.502612+00:00
29,83,16186,D,2,2017-06-09 14:28:04.214312+00:00
29,82,16185,C,1,2017-06-09 14:27:31.177811+00:00
29,81,16184,B,1,2017-06-09 14:25:02.641704+00:00
29,81,16184,D,2,2017-06-09 14:24:38.452458+00:00
29,79,16183,D,1,2017-06-09 14:20:05.407175+00:00
29,78,16182,B,1,2017-06-09 14:19:38.873200+00:00
29,77,16181,B,1,2017-06-09 14:19:26.528760+00:00
29,76,16180,D,1,2017-06-09 14:18:02.283068+00:00
29,76,16180,D,1,2017-06-09 14:17:34.579350+00:00
29,76,16180,C,2,2017-06-09 14:17:29.594307+00:00
29,75,16179,B,1,2017-06-09 14:16:58.148693+00:00
29,74,16178,D,1,2017-06-09 14:16:34.468971+00:00
29,73,16177,B,1,2017-06-09 14:16:13.836368+00:00
29,72,16176,C,1,2017-06-09 14:15:55.234062+00:00
29,71,16175,C,1,2017-06-09 14:15:28.707349+00:00
29,70,16174,D,1,2017-06-09 14:15:04.873680+00:00
29,70,16174,B,2,2017-06-09 14:14:58.390296+00:00
53,106,16172,D,1,2017-06-09 12:47:56.862896+00:00
51,99,16171,D,1,2017-06-08 17:21:07.791713+00:00
51,100,16169,A,1,2017-06-08 17:20:22.515463+00:00
51,101,16166,B,1,2017-06-08 17:19:47.602177+00:00
51,102,16163,D,1,2017-06-08 17:18:07.389645+00:00
51,102,16163,C,2,2017-06-08 17:18:05.649471+00:00
51,103,16161,A,1,2017-06-08 17:16:46.615133+00:00
51,103,16160,B,2,2017-06-08 17:16:34.018724+00:00
51,104,16159,B,1,2017-06-08 17:15:32.715300+00:00
44,104,16154,B,1,2017-06-08 12:17:08.793975+00:00
44,104,16154,A,2,2017-06-08 12:17:06.746143+00:00
44,104,16154,D,2,2017-06-08 12:17:04.875014+00:00
44,104,16154,C,2,2017-06-08 12:16:53.560305+00:00
44,103,16153,A,1,2017-06-08 12:15:56.657243+00:00
44,103,16152,B,2,2017-06-08 12:15:05.952456+00:00
44,102,16148,D,1,2017-06-08 12:13:59.408549+00:00
44,102,16148,A,2,2017-06-08 12:13:57.397644+00:00
44,102,16148,B,2,2017-06-08 12:13:55.057426+00:00
44,102,16148,C,2,2017-06-08 12:13:48.518108+00:00
44,101,16146,B,1,2017-06-08 12:13:23.583312+00:00
44,100,16144,A,1,2017-06-08 12:12:41.021734+00:00
44,100,16144,B,2,2017-06-08 12:12:38.347815+00:00
44,99,16142,D,1,2017-06-08 12:11:42.459944+00:00
44,99,16142,C,2,2017-06-08 12:11:40.709609+00:00
44,99,16141,A,2,2017-06-08 12:10:52.503199+00:00
44,99,16141,B,2,2017-06-08 12:10:44.329525+00:00
44,98,16138,A,1,2017-06-08 12:07:59.598978+00:00
44,98,16138,D,2,2017-06-08 12:07:57.576062+00:00
44,98,16138,B,2,2017-06-08 12:07:54.334776+00:00
44,98,16138,C,2,2017-06-08 12:07:49.829342+00:00
68,85,16134,D,1,2017-06-08 10:15:23.789803+00:00
68,85,16134,B,2,2017-06-08 10:15:21.390416+00:00
68,85,16134,C,2,2017-06-08 10:15:19.836019+00:00
68,84,16131,C,1,2017-06-08 10:13:46.715911+00:00
68,84,16131,A,2,2017-06-08 10:13:44.904442+00:00
68,84,16131,D,2,2017-06-08 10:13:33.688498+00:00
68,83,16128,C,1,2017-06-08 10:12:08.949049+00:00
68,83,16128,B,2,2017-06-08 10:12:07.186104+00:00
68,83,16128,D,2,2017-06-08 10:12:03.453470+00:00
68,82,16125,C,1,2017-06-08 10:11:26.206593+00:00
