学生序号,题号,Activity时间,Answer时间,Notes时间,AA时间差,NA时间差,最终时间差
46,96,2017-6-1 09:10:09,2017-06-01 09:10:31,,22,0,22
77,85,2017-6-1 09:10:07,2017-06-01 09:10:20,,13,0,13
46,15,2017-6-1 09:09:43,2017-06-01 09:09:55,,12,0,12
77,84,2017-6-1 09:09:34,2017-06-01 09:10:01,,27,0,27
41,91,2017-6-1 09:07:02,2017-06-01 09:08:23,2017-06-01 09:09:15,81,133,133
25,94,2017-5-31 07:57:54,2017-05-31 08:07:26,,572,0,572
35,96,2017-6-1 04:54:35,2017-06-01 05:01:02,,387,0,387
84,65,2017-6-1 09:08:06,2017-06-01 09:09:06,,60,0,60
35,95,2017-6-1 05:15:25,2017-06-01 05:17:08,,103,0,103
69,96,2017-6-1 09:04:15,2017-06-01 09:05:36,2017-06-01 09:05:37,81,82,82
84,64,2017-6-1 09:05:26,2017-06-01 09:07:59,,153,0,153
43,90,2017-6-1 09:04:39,2017-06-01 09:05:08,,29,0,29
77,82,2017-6-1 09:04:54,2017-06-01 09:09:28,,274,0,274
69,97,2017-6-1 07:31:36,2017-06-01 07:34:31,,175,0,175
84,63,2017-6-1 09:03:52,2017-06-01 09:05:22,,90,0,90
43,89,2017-6-1 09:03:38,2017-06-01 09:04:29,,51,0,51
69,95,2017-6-1 09:03:07,2017-06-01 09:03:29,,22,0,22
41,92,2017-6-1 09:03:31,2017-06-01 09:06:34,,183,0,183
84,62,2017-6-1 09:03:22,2017-06-01 09:03:47,,25,0,25
81,96,2017-6-1 09:03:15,2017-06-01 09:03:36,2017-06-01 09:03:15,21,0,21
81,95,2017-6-1 09:02:35,2017-06-01 09:02:52,,17,0,17
84,61,2017-6-1 08:54:23,2017-06-01 09:02:24,,481,0,481
81,94,2017-6-1 09:02:10,2017-06-01 09:02:24,2017-06-01 09:02:10,14,0,14
35,94,2017-6-1 05:27:40,2017-06-01 05:28:38,,58,0,58
43,88,2017-6-1 08:59:41,2017-06-01 09:01:27,,106,0,106
81,93,2017-6-1 09:01:22,2017-06-01 09:01:55,2017-06-01 09:01:22,33,0,33
81,92,2017-6-1 09:00:34,2017-06-01 09:00:57,,23,0,23
69,94,2017-6-1 08:59:36,2017-06-01 08:59:57,,21,0,21
81,91,2017-6-1 09:00:09,,2017-06-01 09:00:18,0,9,9
81,91,2017-6-1 09:00:19,2017-06-01 09:00:29,,10,0,10
41,93,2017-6-1 09:00:11,2017-06-01 09:01:41,,90,0,90
81,90,2017-6-1 08:59:16,2017-06-01 08:59:25,,9,0,9
81,90,2017-6-1 08:59:29,2017-06-01 09:00:00,2017-06-01 08:59:29,31,0,31
69,93,2017-6-1 08:59:12,2017-06-01 08:59:30,,18,0,18
77,81,2017-6-1 08:58:50,2017-06-01 09:04:44,,354,0,354
43,87,2017-6-1 08:57:56,2017-06-01 08:58:13,,17,0,17
69,92,2017-6-1 08:58:27,2017-06-01 08:59:04,,37,0,37
81,89,2017-6-1 08:57:58,2017-06-01 08:58:12,2017-06-01 08:57:58,14,0,14
77,79,2017-6-1 08:57:29,2017-06-01 08:58:44,,75,0,75
81,88,2017-6-1 08:57:14,2017-06-01 08:57:28,2017-06-01 08:57:14,14,0,14
81,87,2017-6-1 08:55:05,2017-06-01 08:55:15,,10,0,10
81,86,2017-6-1 08:54:07,2017-06-01 08:54:42,,35,0,35
43,86,2017-6-1 08:54:31,2017-06-01 08:57:43,,192,0,192
43,85,2017-6-1 08:54:03,2017-06-01 08:54:23,,20,0,20
81,85,2017-6-1 08:53:41,2017-06-01 08:54:02,,21,0,21
81,84,2017-6-1 08:53:23,2017-06-01 08:53:35,,12,0,12
81,83,2017-6-1 08:52:38,2017-06-01 08:52:57,,19,0,19
84,60,2017-6-1 08:52:49,2017-06-01 08:54:18,,89,0,89
84,59,2017-6-1 08:52:11,2017-06-01 08:52:44,,33,0,33
43,84,2017-6-1 08:52:03,2017-06-01 08:52:54,,51,0,51
77,66,2017-6-1 08:51:43,2017-06-01 08:57:21,,338,0,338
43,82,2017-6-1 08:49:18,,2017-06-01 08:50:37,0,79,79
43,82,2017-6-1 08:50:38,2017-06-01 08:51:55,,77,0,77
84,58,2017-6-1 08:50:33,2017-06-01 08:52:06,,93,0,93
81,82,2017-6-1 08:50:07,2017-06-01 08:52:30,2017-06-01 08:50:07,143,0,143
84,57,2017-6-1 08:49:50,2017-06-01 08:50:27,,37,0,37
25,95,2017-5-31 08:39:07,2017-05-31 08:40:31,,84,0,84
83,87,2017-6-1 08:36:22,2017-06-01 08:37:06,,44,0,44
84,56,2017-6-1 08:48:00,2017-06-01 08:49:43,,103,0,103
81,81,2017-6-1 08:47:47,2017-06-01 08:49:16,,89,0,89
81,79,2017-6-1 08:47:00,2017-06-01 08:47:32,,32,0,32
81,79,2017-6-1 08:47:34,2017-06-01 08:47:41,2017-06-01 08:47:34,7,0,7
83,86,2017-6-1 08:37:24,2017-06-01 08:37:45,,21,0,21
84,55,2017-6-1 08:46:37,2017-06-01 08:47:52,,75,0,75
81,78,2017-6-1 08:45:50,2017-06-01 08:46:32,,42,0,42
77,65,2017-6-1 08:46:29,2017-06-01 08:51:37,,308,0,308
81,77,2017-6-1 08:45:20,2017-06-01 08:45:39,,19,0,19
81,76,2017-6-1 08:44:53,2017-06-01 08:45:14,,21,0,21
83,84,2017-6-1 08:44:39,2017-06-01 08:44:51,,12,0,12
81,75,2017-6-1 08:44:24,2017-06-01 08:44:47,,23,0,23
84,54,2017-6-1 08:39:42,2017-06-01 08:41:24,,102,0,102
81,74,2017-6-1 08:44:00,2017-06-01 08:44:12,,12,0,12
15,91,2017-6-1 08:43:42,2017-06-01 08:44:09,,27,0,27
44,97,2017-6-1 07:37:48,2017-06-01 07:38:10,2017-06-01 07:37:48,22,0,22
81,73,2017-6-1 08:43:43,2017-06-01 08:43:54,,11,0,11
81,72,2017-6-1 08:43:06,2017-06-01 08:43:27,,21,0,21
69,91,2017-6-1 08:42:43,2017-06-01 08:43:09,,26,0,26
81,71,2017-6-1 08:42:37,2017-06-01 08:42:58,,21,0,21
81,70,2017-6-1 08:42:16,2017-06-01 08:42:29,,13,0,13
43,81,2017-6-1 08:24:01,2017-06-01 08:41:12,,1031,0,1031
83,85,2017-6-1 08:38:37,2017-06-01 08:39:15,,38,0,38
41,94,2017-6-1 08:40:14,2017-06-01 08:40:22,,8,0,8
60,55,2017-6-1 08:31:11,2017-06-01 08:40:10,,539,0,539
77,64,2017-6-1 08:39:48,2017-06-01 08:44:11,,263,0,263
81,69,2017-6-1 08:37:52,2017-06-01 08:39:12,,80,0,80
41,95,2017-6-1 08:38:55,2017-06-01 08:39:15,2017-06-01 08:39:30,20,35,35
34,96,2017-6-1 08:38:10,2017-06-01 08:38:28,,18,0,18
34,95,2017-6-1 08:38:09,2017-06-01 08:38:58,,49,0,49
34,94,2017-6-1 08:38:08,2017-06-01 08:40:18,,130,0,130
34,93,2017-6-1 08:38:07,2017-06-01 08:40:29,,142,0,142
84,53,2017-6-1 08:37:47,2017-06-01 08:39:36,,109,0,109
34,92,2017-6-1 08:37:46,2017-06-01 08:38:03,,17,0,17
34,91,2017-6-1 08:37:07,2017-06-01 08:37:27,,20,0,20
81,68,2017-6-1 08:36:54,2017-06-01 08:37:44,,50,0,50
81,53,2017-6-1 08:32:37,2017-06-01 08:36:05,,208,0,208
83,88,2017-6-1 08:25:19,2017-06-01 08:25:52,,33,0,33
34,90,2017-6-1 08:35:43,2017-06-01 08:36:43,,60,0,60
34,89,2017-6-1 08:35:40,2017-06-01 08:36:03,,23,0,23
18,95,2017-6-1 07:25:01,2017-06-01 07:26:41,,100,0,100
9,93,2017-6-1 08:35:00,2017-06-01 08:35:16,,16,0,16
34,88,2017-6-1 08:34:56,2017-06-01 08:35:17,,21,0,21
34,87,2017-6-1 08:34:44,2017-06-01 08:34:52,,8,0,8
9,92,2017-6-1 08:34:21,2017-06-01 08:34:53,,32,0,32
9,94,2017-6-1 08:33:45,2017-06-01 08:34:13,,28,0,28
9,97,2017-6-1 08:33:21,2017-06-01 08:33:38,,17,0,17
80,95,2017-6-1 08:33:04,2017-06-01 08:33:10,,6,0,6
84,52,2017-6-1 08:32:59,2017-06-01 08:34:23,,84,0,84
9,95,2017-6-1 05:50:48,2017-06-01 05:51:47,,59,0,59
80,94,2017-6-1 08:32:32,2017-06-01 08:32:55,,23,0,23
81,52,2017-6-1 08:30:09,2017-06-01 08:31:15,2017-06-01 08:31:53,66,104,104
80,93,2017-6-1 08:32:19,2017-06-01 08:32:23,,4,0,4
21,95,2017-6-1 07:56:44,2017-06-01 07:57:21,,37,0,37
13,95,2017-5-30 09:43:57,2017-05-30 09:44:52,,55,0,55
13,95,2017-6-1 05:07:22,2017-06-01 05:07:28,,6,0,6
21,97,2017-6-1 07:20:51,2017-06-01 07:21:52,,61,0,61
59,97,2017-6-1 07:33:27,2017-06-01 07:35:43,,136,0,136
59,92,2017-6-1 07:27:44,2017-06-01 07:29:17,,93,0,93
13,97,2017-6-1 08:01:11,2017-06-01 08:01:32,,21,0,21
59,93,2017-6-1 07:29:25,2017-06-01 07:29:58,,33,0,33
91,97,2017-6-1 08:05:10,2017-06-01 08:05:23,,13,0,13
80,96,2017-6-1 08:29:30,2017-06-01 08:32:05,,155,0,155
34,86,2017-6-1 08:29:21,2017-06-01 08:34:16,,295,0,295
60,54,2017-6-1 08:21:34,2017-06-01 08:28:50,,436,0,436
34,85,2017-6-1 08:29:00,2017-06-01 08:29:17,,17,0,17
34,84,2017-6-1 08:28:44,2017-06-01 08:28:56,,12,0,12
34,97,2017-6-1 08:27:44,2017-06-01 08:28:03,,19,0,19
91,96,2017-6-1 08:27:42,2017-06-01 08:30:29,,167,0,167
84,51,2017-6-1 08:27:08,2017-06-01 08:32:15,,307,0,307
46,92,2017-6-1 07:38:24,2017-06-01 07:39:51,,87,0,87
46,92,2017-6-1 07:43:22,2017-06-01 07:43:46,,24,0,24
46,92,2017-6-1 08:26:04,2017-06-01 08:26:33,,29,0,29
91,95,2017-6-1 08:26:10,2017-06-01 08:27:30,,80,0,80
18,94,2017-6-1 07:24:02,2017-06-01 07:24:53,,51,0,51
84,50,2017-6-1 08:26:00,2017-06-01 08:27:02,,62,0,62
44,82,2017-5-18 07:54:39,2017-05-18 07:56:16,,97,0,97
91,94,2017-6-1 08:25:46,2017-06-01 08:26:01,,15,0,15
91,93,2017-6-1 08:25:32,2017-06-01 08:25:42,,10,0,10
18,93,2017-6-1 07:23:17,2017-06-01 07:23:34,,17,0,17
84,49,2017-6-1 08:25:14,2017-06-01 08:25:54,,40,0,40
18,92,2017-6-1 07:22:29,2017-06-01 07:23:11,,42,0,42
39,95,2017-6-1 07:37:36,2017-06-01 07:38:55,,79,0,79
84,48,2017-6-1 08:23:56,2017-06-01 08:24:38,,42,0,42
18,91,2017-6-1 07:21:37,2017-06-01 07:22:08,,31,0,31
18,89,2017-5-25 07:24:21,2017-05-25 07:24:47,,26,0,26
91,92,2017-6-1 08:23:20,2017-06-01 08:25:27,,127,0,127
91,91,2017-6-1 08:22:47,2017-06-01 08:23:14,,27,0,27
91,90,2017-6-1 08:22:30,2017-06-01 08:22:41,,11,0,11
74,96,2017-6-1 04:33:10,2017-06-01 04:47:00,,830,0,830
84,45,2017-6-1 08:22:27,2017-06-01 08:23:49,,82,0,82
84,44,2017-6-1 08:21:55,2017-06-01 08:22:05,,10,0,10
91,89,2017-6-1 08:21:47,2017-06-01 08:22:23,,36,0,36
91,88,2017-6-1 08:21:27,2017-06-01 08:21:42,,15,0,15
60,53,2017-6-1 05:51:25,2017-06-01 05:56:57,,332,0,332
74,97,2017-6-1 07:36:23,2017-06-01 07:36:45,,22,0,22
74,95,2017-6-1 04:48:01,2017-06-01 04:50:05,,124,0,124
80,97,2017-6-1 08:20:33,2017-06-01 08:29:22,,529,0,529
74,94,2017-6-1 04:55:18,2017-06-01 04:55:30,,12,0,12
80,92,2017-6-1 08:20:06,2017-06-01 08:20:25,,19,0,19
91,87,2017-6-1 08:19:36,2017-06-01 08:21:22,,106,0,106
74,93,2017-6-1 04:54:53,2017-06-01 04:55:13,,20,0,20
74,93,2017-6-1 08:18:33,2017-06-01 08:18:41,,8,0,8
74,93,2017-6-1 08:18:51,2017-06-01 08:19:00,,9,0,9
74,93,2017-6-1 08:19:31,2017-06-01 08:19:33,,2,0,2
84,43,2017-6-1 08:19:25,2017-06-01 08:21:29,,124,0,124
74,92,2017-6-1 04:52:59,2017-06-01 04:54:35,,96,0,96
74,92,2017-6-1 08:11:37,2017-06-01 08:13:08,,91,0,91
43,79,2017-6-1 08:17:46,2017-06-01 08:23:51,,365,0,365
44,96,2017-6-1 08:02:31,2017-06-01 08:17:28,,897,0,897
39,97,2017-6-1 07:25:07,2017-06-01 07:31:16,,369,0,369
83,89,2017-6-1 08:16:58,2017-06-01 08:17:12,,14,0,14
91,86,2017-6-1 08:16:50,2017-06-01 08:19:31,,161,0,161
83,90,2017-6-1 08:10:57,2017-06-01 08:11:10,,13,0,13
91,85,2017-6-1 08:16:27,2017-06-01 08:16:45,,18,0,18
46,91,2017-6-1 07:37:16,2017-06-01 07:37:45,,29,0,29
46,91,2017-6-1 07:40:48,2017-06-01 07:41:14,,26,0,26
91,84,2017-6-1 08:15:19,2017-06-01 08:16:22,,63,0,63
43,78,2017-6-1 08:14:36,2017-06-01 08:15:07,,31,0,31
91,83,2017-6-1 08:14:35,2017-06-01 08:15:11,,36,0,36
91,82,2017-6-1 08:12:36,2017-06-01 08:14:29,,113,0,113
84,42,2017-6-1 08:11:56,2017-06-01 08:12:32,,36,0,36
43,77,2017-6-1 08:09:10,2017-06-01 08:09:38,,28,0,28
74,91,2017-6-1 04:51:43,2017-06-01 04:52:08,,25,0,25
84,41,2017-6-1 08:10:25,2017-06-01 08:11:51,,86,0,86
84,40,2017-6-1 08:10:10,2017-06-01 08:10:20,,10,0,10
84,39,2017-6-1 08:09:50,2017-06-01 08:10:01,,11,0,11
83,91,2017-6-1 08:08:56,2017-06-01 08:09:25,,29,0,29
84,91,2017-6-1 08:08:54,2017-06-01 08:09:35,,41,0,41
91,81,2017-6-1 08:08:19,2017-06-01 08:12:29,,250,0,250
91,79,2017-6-1 08:07:46,2017-06-01 08:08:15,,29,0,29
91,78,2017-6-1 08:07:35,2017-06-01 08:07:41,,6,0,6
43,97,2017-6-1 08:07:30,2017-06-01 08:08:56,,86,0,86
84,92,2017-6-1 08:06:20,2017-06-01 08:08:23,,123,0,123
91,77,2017-6-1 08:06:20,2017-06-01 08:07:29,,69,0,69
84,93,2017-6-1 08:05:59,2017-06-01 08:06:12,,13,0,13
42,95,2017-6-1 08:05:50,2017-06-01 08:06:00,,10,0,10
39,96,2017-6-1 07:39:55,2017-06-01 07:41:12,,77,0,77
91,76,2017-6-1 08:05:32,2017-06-01 08:06:08,,36,0,36
42,94,2017-6-1 08:05:20,2017-06-01 08:05:37,,17,0,17
84,94,2017-6-1 08:05:18,2017-06-01 08:05:52,,34,0,34
42,96,2017-6-1 08:05:00,2017-06-01 08:05:10,,10,0,10
42,93,2017-6-1 08:04:24,2017-06-01 08:04:42,,18,0,18
42,92,2017-6-1 08:03:57,2017-06-01 08:04:12,,15,0,15
42,91,2017-6-1 08:03:05,2017-06-01 08:03:48,,43,0,43
84,95,2017-6-1 08:02:59,2017-06-01 08:03:30,,31,0,31
70,97,2017-6-1 07:29:02,2017-06-01 07:29:09,,7,0,7
83,92,2017-6-1 08:02:36,2017-06-01 08:02:55,,19,0,19
42,90,2017-6-1 08:02:30,2017-06-01 08:02:52,,22,0,22
44,95,2017-6-1 07:52:28,2017-06-01 08:01:22,2017-06-01 08:01:24,534,536,536
49,96,2017-6-1 08:00:07,2017-06-01 08:01:19,,72,0,72
42,89,2017-6-1 08:01:55,2017-06-01 08:02:20,,25,0,25
70,96,2017-6-1 07:59:40,2017-06-01 08:01:03,,83,0,83
84,96,2017-6-1 08:00:45,2017-06-01 08:02:46,,121,0,121
83,93,2017-6-1 07:59:07,2017-06-01 07:59:28,,21,0,21
49,95,2017-6-1 07:54:57,2017-06-01 07:57:33,,156,0,156
42,88,2017-6-1 07:57:34,2017-06-01 08:01:40,,246,0,246
46,97,2017-6-1 07:53:18,2017-06-01 07:53:55,,37,0,37
41,97,2017-6-1 07:56:30,2017-06-01 08:17:25,,1255,0,1255
42,87,2017-6-1 07:56:26,2017-06-01 07:57:22,,56,0,56
42,86,2017-6-1 07:55:51,2017-06-01 07:56:14,,23,0,23
42,85,2017-6-1 07:55:31,2017-06-01 07:55:39,,8,0,8
42,84,2017-6-1 07:55:07,2017-06-01 07:55:18,,11,0,11
42,83,2017-6-1 07:54:45,2017-06-01 07:54:55,,10,0,10
57,93,2017-6-1 07:54:44,2017-06-01 07:54:57,,13,0,13
22,97,2017-6-1 07:44:44,2017-06-01 07:45:56,,72,0,72
49,94,2017-6-1 07:54:13,2017-06-01 07:54:48,,35,0,35
42,82,2017-6-1 07:54:11,2017-06-01 07:54:32,,21,0,21
57,92,2017-6-1 07:53:01,2017-06-01 07:53:58,,57,0,57
83,94,2017-6-1 07:53:02,2017-06-01 07:53:31,,29,0,29
42,81,2017-6-1 07:53:03,2017-06-01 07:53:58,,55,0,55
57,91,2017-6-1 07:52:22,2017-06-01 07:52:51,,29,0,29
54,19,2017-6-1 07:49:02,2017-06-01 07:51:51,,169,0,169
42,79,2017-6-1 07:52:10,2017-06-01 07:52:48,,38,0,38
57,90,2017-6-1 07:51:49,2017-06-01 07:52:08,,19,0,19
83,95,2017-6-1 07:50:25,2017-06-01 07:51:00,,35,0,35
42,78,2017-6-1 07:51:31,2017-06-01 07:51:57,,26,0,26
49,93,2017-6-1 07:50:45,2017-06-01 07:51:31,,46,0,46
83,96,2017-6-1 07:43:35,2017-06-01 07:45:14,,99,0,99
21,94,2017-6-1 07:48:22,2017-06-01 07:49:27,,65,0,65
57,89,2017-6-1 07:49:21,2017-06-01 07:51:34,,133,0,133
42,77,2017-6-1 07:49:10,2017-06-01 07:51:14,,124,0,124
19,92,2017-6-1 07:48:45,,2017-06-01 07:49:04,0,19,19
19,92,2017-6-1 07:49:05,2017-06-01 07:50:17,,72,0,72
57,88,2017-6-1 07:48:07,2017-06-01 07:48:49,,42,0,42
42,76,2017-6-1 07:48:50,2017-06-01 07:48:58,,8,0,8
19,97,2017-6-1 07:27:29,2017-06-01 07:28:31,2017-06-01 07:27:29,62,0,62
49,92,2017-6-1 07:44:51,2017-06-01 07:45:53,,62,0,62
42,75,2017-6-1 07:48:17,2017-06-01 07:48:36,,19,0,19
21,93,2017-6-1 07:47:04,2017-06-01 07:48:08,,64,0,64
22,95,2017-6-1 07:47:55,2017-06-01 07:48:28,,33,0,33
42,74,2017-6-1 07:47:46,2017-06-01 07:48:01,,15,0,15
57,87,2017-6-1 07:47:38,2017-06-01 07:47:50,,12,0,12
42,73,2017-6-1 07:46:57,2017-06-01 07:47:14,,17,0,17
55,97,2017-6-1 07:42:02,2017-06-01 07:42:17,,15,0,15
56,97,2017-6-1 07:46:11,2017-06-01 07:47:10,,59,0,59
75,95,2017-6-1 07:47:12,2017-06-01 07:48:00,,48,0,48
55,96,2017-6-1 07:46:58,2017-06-01 07:47:17,,19,0,19
21,92,2017-6-1 07:44:54,2017-06-01 07:46:44,,110,0,110
57,86,2017-6-1 07:45:43,2017-06-01 07:46:40,2017-06-01 07:46:43,57,60,60
57,86,2017-6-1 07:46:44,2017-06-01 07:46:59,,15,0,15
44,94,2017-6-1 07:46:33,2017-06-01 07:52:05,,332,0,332
38,97,2017-6-1 07:28:17,2017-06-01 07:37:02,,525,0,525
38,96,2017-6-1 07:44:40,2017-06-01 07:45:33,,53,0,53
38,96,2017-6-1 07:45:40,2017-06-01 07:45:43,,3,0,3
38,96,2017-6-1 07:45:48,2017-06-01 07:45:51,,3,0,3
38,96,2017-6-1 07:46:00,2017-06-01 07:46:02,,2,0,2
38,96,2017-6-1 07:46:08,2017-06-01 07:46:11,,3,0,3
38,96,2017-6-1 07:46:16,2017-06-01 07:46:19,,3,0,3
38,96,2017-6-1 07:46:25,2017-06-01 07:46:27,,2,0,2
42,72,2017-6-1 07:46:21,2017-06-01 07:46:47,,26,0,26
75,94,2017-6-1 07:46:09,2017-06-01 07:47:00,,51,0,51
22,96,2017-6-1 07:46:06,2017-06-01 07:47:47,,101,0,101
42,71,2017-6-1 07:45:55,2017-06-01 07:46:09,,14,0,14
19,91,2017-6-1 07:42:16,2017-06-01 07:45:47,,211,0,211
19,91,2017-6-1 07:45:52,2017-06-01 07:48:38,2017-06-01 07:45:52,166,0,166
31,97,2017-6-1 07:34:33,2017-06-01 07:34:50,,17,0,17
58,93,2017-6-1 07:44:25,2017-06-01 07:45:14,,49,0,49
58,93,2017-6-1 07:45:26,2017-06-01 07:45:32,,6,0,6
58,97,2017-6-1 07:35:41,2017-06-01 07:35:58,,17,0,17
57,85,2017-6-1 07:44:05,2017-06-01 07:44:50,,45,0,45
31,96,2017-6-1 07:44:13,2017-06-01 07:45:06,,53,0,53
42,70,2017-6-1 07:45:11,2017-06-01 07:45:38,,27,0,27
56,96,2017-6-1 07:45:00,2017-06-01 07:46:01,,61,0,61
48,97,2017-6-1 07:44:59,2017-06-01 07:45:08,,9,0,9
75,96,2017-6-1 07:44:42,2017-06-01 07:45:54,,72,0,72
38,95,2017-6-1 07:41:37,2017-06-01 07:42:38,,61,0,61
38,95,2017-6-1 07:42:46,2017-06-01 07:43:05,,19,0,19
38,95,2017-6-1 07:44:32,2017-06-01 07:44:35,,3,0,3
48,96,2017-6-1 07:44:31,2017-06-01 07:44:54,,23,0,23
46,94,2017-6-1 07:44:26,2017-06-01 07:45:22,,56,0,56
70,95,2017-6-1 07:42:55,2017-06-01 07:44:21,,86,0,86
48,95,2017-6-1 07:40:12,2017-06-01 07:41:00,,48,0,48
55,95,2017-6-1 07:44:07,2017-06-01 07:46:53,,166,0,166
75,93,2017-6-1 07:44:03,2017-06-01 07:44:33,,30,0,30
80,91,2017-6-1 07:43:58,2017-06-01 07:44:22,,24,0,24
55,94,2017-6-1 07:43:48,2017-06-01 07:44:02,,14,0,14
42,69,2017-6-1 07:43:46,2017-06-01 07:44:56,,70,0,70
57,84,2017-6-1 07:43:18,2017-06-01 07:43:37,,19,0,19
31,95,2017-6-1 07:37:50,2017-06-01 07:38:31,,41,0,41
49,91,2017-6-1 07:43:26,2017-06-01 07:44:43,,77,0,77
55,93,2017-6-1 07:43:22,2017-06-01 07:43:42,,20,0,20
83,97,2017-6-1 07:31:33,2017-06-01 07:36:00,,267,0,267
44,93,2017-6-1 07:43:01,2017-06-01 07:46:24,,203,0,203
55,92,2017-6-1 07:42:59,2017-06-01 07:43:17,,18,0,18
44,92,2017-6-1 07:38:46,2017-06-01 07:42:24,,218,0,218
42,68,2017-6-1 07:42:38,2017-06-01 07:43:32,,54,0,54
55,91,2017-6-1 07:42:31,2017-06-01 07:42:48,,17,0,17
70,94,2017-6-1 07:41:18,2017-06-01 07:42:03,,45,0,45
16,97,2017-6-1 07:27:41,2017-06-01 07:28:27,,46,0,46
39,94,2017-6-1 07:36:53,2017-06-01 07:37:27,,34,0,34
32,97,2017-6-1 07:37:20,2017-06-01 07:37:34,,14,0,14
19,93,2017-6-1 07:41:40,2017-06-01 07:42:10,,30,0,30
16,95,2017-6-1 07:32:46,2017-06-01 07:35:05,,139,0,139
32,96,2017-6-1 07:41:23,2017-06-01 07:41:53,,30,0,30
42,67,2017-6-1 07:41:21,2017-06-01 07:42:24,,63,0,63
16,94,2017-6-1 07:40:36,2017-06-01 07:41:11,,35,0,35
19,94,2017-6-1 07:40:40,2017-06-01 07:41:16,,36,0,36
19,94,2017-6-1 07:41:20,2017-06-01 07:41:32,2017-06-01 07:41:20,12,0,12
70,93,2017-6-1 07:40:29,2017-06-01 07:41:01,,32,0,32
58,94,2017-6-1 07:41:05,2017-06-01 07:44:18,,193,0,193
38,94,2017-6-1 07:41:04,2017-06-01 07:41:31,,27,0,27
32,95,2017-6-1 07:40:51,2017-06-01 07:41:17,,26,0,26
42,66,2017-6-1 07:40:45,2017-06-01 07:40:54,,9,0,9
58,95,2017-6-1 07:38:19,2017-06-01 07:39:37,,78,0,78
58,95,2017-6-1 07:40:10,2017-06-01 07:40:14,,4,0,4
58,95,2017-6-1 07:40:32,2017-06-01 07:40:37,,5,0,5
32,94,2017-6-1 07:40:35,2017-06-01 07:40:45,,10,0,10
56,95,2017-6-1 07:40:31,2017-06-01 07:42:39,,128,0,128
38,93,2017-6-1 07:40:29,2017-06-01 07:40:58,,29,0,29
16,93,2017-6-1 07:40:16,2017-06-01 07:40:25,,9,0,9
52,97,2017-6-1 07:21:56,2017-06-01 07:23:20,,84,0,84
48,94,2017-6-1 07:37:31,2017-06-01 07:38:28,,57,0,57
32,93,2017-6-1 07:39:58,2017-06-01 07:40:25,,27,0,27
54,16,2017-5-25 12:30:50,2017-05-25 12:31:15,,25,0,25
54,16,2017-6-1 07:39:39,2017-06-01 07:40:02,,23,0,23
19,95,2017-6-1 07:37:54,2017-06-01 07:39:05,,71,0,71
19,95,2017-6-1 07:39:37,2017-06-01 07:40:33,2017-06-01 07:39:37,56,0,56
16,92,2017-6-1 07:39:20,2017-06-01 07:40:09,,49,0,49
52,95,2017-6-1 07:39:18,2017-06-01 07:40:04,,46,0,46
42,65,2017-6-1 07:39:17,2017-06-01 07:40:18,,61,0,61
67,97,2017-6-1 07:29:01,2017-06-01 07:30:08,,67,0,67
70,92,2017-6-1 07:37:29,2017-06-01 07:39:01,,92,0,92
42,64,2017-6-1 07:37:15,2017-06-01 07:38:38,,83,0,83
75,92,2017-6-1 07:38:55,2017-06-01 07:43:52,,297,0,297
71,97,2017-6-1 07:21:30,2017-06-01 07:22:10,,40,0,40
54,92,2017-6-1 07:38:37,2017-06-01 07:39:20,,43,0,43
21,91,2017-6-1 07:37:06,2017-06-01 07:38:24,,78,0,78
49,97,2017-6-1 07:38:16,2017-06-01 07:43:15,,299,0,299
67,91,2017-6-1 07:36:50,2017-06-01 07:38:05,,75,0,75
32,92,2017-6-1 07:38:07,2017-06-01 07:38:47,,40,0,40
45,92,2017-6-1 07:27:35,2017-06-01 07:31:17,,222,0,222
32,91,2017-6-1 07:37:41,2017-06-01 07:37:59,,18,0,18
75,91,2017-6-1 07:37:37,2017-06-01 07:38:11,,34,0,34
38,92,2017-6-1 07:37:33,2017-06-01 07:40:23,,170,0,170
31,94,2017-6-1 07:37:09,2017-06-01 07:37:43,,34,0,34
38,91,2017-6-1 07:37:09,2017-06-01 07:37:26,,17,0,17
42,63,2017-6-1 07:35:22,2017-06-01 07:36:21,,59,0,59
44,91,2017-6-1 07:26:43,2017-06-01 07:36:49,,606,0,606
31,93,2017-6-1 07:36:48,2017-06-01 07:37:03,,15,0,15
45,97,2017-6-1 07:31:27,2017-06-01 07:31:51,,24,0,24
39,93,2017-6-1 07:35:17,2017-06-01 07:35:56,,39,0,39
67,92,2017-6-1 07:35:37,2017-06-01 07:36:28,,51,0,51
16,91,2017-6-1 07:36:28,2017-06-01 07:37:24,,56,0,56
45,91,2017-6-1 07:26:43,2017-06-01 07:27:13,,30,0,30
75,97,2017-6-1 07:36:17,2017-06-01 07:37:22,,65,0,65
56,94,2017-6-1 07:36:07,2017-06-01 07:40:25,,258,0,258
31,92,2017-6-1 07:36:05,2017-06-01 07:36:41,,36,0,36
58,96,2017-6-1 07:36:05,2017-06-01 07:37:44,,99,0,99
45,95,2017-6-1 07:33:27,2017-06-01 07:34:09,,42,0,42
56,93,2017-6-1 07:35:51,2017-06-01 07:36:01,,10,0,10
19,96,2017-6-1 07:28:39,2017-06-01 07:35:22,,403,0,403
