学生序号,题号,Activity时间,Answer时间,时间差
12,114,2017-6-18 13:27:25,2017-06-18 13:27:40,15
12,112,2017-6-18 13:18:16,2017-06-18 13:24:44,388
20,114,2017-6-18 09:28:53,2017-06-18 09:29:03,10
31,109,2017-6-18 04:49:28,2017-06-18 05:03:18,830
31,108,2017-6-18 04:49:10,2017-06-18 04:49:15,5
31,107,2017-6-18 04:48:51,2017-06-18 04:48:57,6
31,106,2017-6-18 04:48:16,2017-06-18 04:48:33,17
74,112,2017-6-18 02:21:42,2017-06-18 02:21:48,6
74,113,2017-6-18 02:18:12,2017-06-18 02:18:31,19
53,112,2017-6-18 01:25:54,2017-06-18 01:28:15,141
53,111,2017-6-18 01:20:07,2017-06-18 01:24:19,252
53,105,2017-6-18 01:14:08,2017-06-18 01:20:02,354
51,105,2017-6-17 16:52:42,2017-06-17 16:53:45,63
51,111,2017-6-17 16:49:32,2017-06-17 16:52:36,184
51,112,2017-6-17 16:44:15,2017-06-17 16:49:25,310
51,113,2017-6-17 16:40:28,2017-06-17 16:40:54,26
31,112,2017-6-17 15:20:01,2017-06-17 15:23:50,229
31,111,2017-6-17 15:10:19,2017-06-17 15:19:56,577
31,105,2017-6-17 15:09:30,2017-06-17 15:10:14,44
31,110,2017-6-17 15:08:09,2017-06-17 15:08:38,29
31,113,2017-6-17 15:07:31,2017-06-17 15:07:46,15
4,26,2017-6-17 02:46:06,2017-06-17 02:46:16,10
4,112,2017-6-17 02:44:12,2017-06-17 02:44:34,22
75,100,2017-6-16 16:19:15,2017-06-16 16:39:34,1219
75,99,2017-6-16 16:16:45,2017-06-16 16:18:40,115
75,98,2017-6-16 16:15:06,2017-06-16 16:16:24,78
20,94,2017-6-16 11:15:39,2017-06-16 11:15:53,14
20,112,2017-6-16 11:12:25,2017-06-16 11:15:30,185
55,110,2017-6-15 10:23:29,2017-06-15 10:23:44,15
57,109,2017-6-15 09:32:01,2017-06-15 09:34:24,143
57,109,2017-6-15 09:34:33,2017-06-15 09:50:18,945
57,108,2017-6-15 09:31:26,2017-06-15 09:31:45,19
57,107,2017-6-15 09:31:05,2017-06-15 09:31:10,5
57,105,2017-6-15 09:24:38,2017-06-15 09:29:49,311
57,105,2017-6-15 09:29:52,2017-06-15 09:30:01,9
57,110,2017-6-15 09:23:02,2017-06-15 09:24:04,62
57,110,2017-6-15 09:24:07,2017-06-15 09:24:21,14
57,106,2017-6-15 09:20:58,2017-06-15 09:21:05,7
57,111,2017-6-15 09:14:19,2017-06-15 09:20:33,374
67,106,2017-6-15 09:04:37,2017-06-15 09:07:10,153
34,108,2017-6-15 09:04:45,2017-06-15 09:05:37,52
34,107,2017-6-15 09:04:46,2017-06-15 09:05:26,40
34,106,2017-6-15 09:04:47,2017-06-15 09:05:11,24
67,107,2017-6-15 09:04:24,2017-06-15 09:04:31,7
34,105,2017-6-15 08:48:11,2017-06-15 09:04:30,979
67,108,2017-6-15 09:04:13,2017-06-15 09:04:19,6
67,109,2017-6-15 09:01:28,2017-06-15 09:04:05,157
74,109,2017-6-15 08:56:49,2017-06-15 09:04:01,432
67,110,2017-6-15 09:01:00,2017-06-15 09:01:18,18
74,110,2017-6-15 08:48:34,2017-06-15 08:56:29,475
34,110,2017-6-15 08:47:40,2017-06-15 08:47:59,19
34,109,2017-6-15 08:46:18,2017-06-15 08:47:29,71
15,110,2017-6-15 08:43:21,2017-06-15 08:44:02,41
15,110,2017-6-15 08:44:43,2017-06-15 08:45:57,74
34,111,2017-6-15 08:44:25,2017-06-15 08:45:41,76
15,109,2017-6-15 08:41:31,2017-06-15 08:43:13,102
15,108,2017-6-15 08:37:25,2017-06-15 08:37:36,11
15,107,2017-6-15 08:37:01,2017-06-15 08:37:18,17
15,106,2017-6-15 08:36:47,2017-06-15 08:36:54,7
15,104,2017-6-15 08:34:44,2017-06-15 08:36:39,115
15,103,2017-6-15 08:29:44,2017-06-15 08:34:37,293
74,105,2017-6-15 08:33:23,2017-06-15 08:34:28,65
74,111,2017-6-15 08:22:03,2017-06-15 08:33:12,669
49,109,2017-6-15 08:23:48,2017-06-15 08:32:34,526
15,102,2017-6-15 08:28:45,2017-06-15 08:29:15,30
49,108,2017-6-15 08:22:19,2017-06-15 08:23:36,77
49,105,2017-6-15 08:20:01,2017-06-15 08:22:09,128
49,107,2017-6-15 08:19:18,2017-06-15 08:19:57,39
70,109,2017-6-15 08:07:46,2017-06-15 08:09:45,119
46,111,2017-6-15 08:05:25,2017-06-15 08:07:37,132
70,108,2017-6-15 08:07:17,2017-06-15 08:07:29,12
70,107,2017-6-15 08:06:58,2017-06-15 08:07:10,12
19,106,2017-6-15 08:05:34,2017-06-15 08:06:33,59
19,106,2017-6-15 08:06:46,2017-06-15 08:06:50,4
19,106,2017-6-15 08:06:59,2017-06-15 08:07:04,5
70,106,2017-6-15 08:06:37,2017-06-15 08:06:49,12
19,107,2017-6-15 08:05:22,2017-06-15 08:05:29,7
19,108,2017-6-15 08:05:01,2017-06-15 08:05:16,15
49,110,2017-6-15 07:53:21,2017-06-15 08:02:03,522
49,110,2017-6-15 08:02:05,2017-06-15 08:05:15,190
58,111,2017-6-15 08:02:50,2017-06-15 08:03:50,60
83,109,2017-6-15 08:01:38,2017-06-15 08:03:37,119
19,109,2017-6-15 08:02:38,2017-06-15 08:02:54,16
58,105,2017-6-15 08:01:17,2017-06-15 08:02:20,63
83,108,2017-6-15 08:00:29,2017-06-15 08:00:37,8
70,105,2017-6-15 07:58:38,2017-06-15 08:00:02,84
30,108,2017-6-15 07:59:32,2017-06-15 07:59:39,7
30,106,2017-6-15 07:55:00,2017-06-15 07:59:17,257
79,111,2017-6-15 07:56:46,2017-06-15 07:58:46,120
19,110,2017-6-15 07:58:04,2017-06-15 07:58:43,39
71,106,2017-6-15 07:58:28,2017-06-15 07:58:36,8
83,107,2017-6-15 07:57:59,2017-06-15 07:58:14,15
70,110,2017-6-15 07:56:47,2017-06-15 07:57:45,58
83,106,2017-6-15 07:56:57,2017-06-15 07:57:16,19
19,105,2017-6-15 07:53:57,2017-06-15 07:56:00,123
19,105,2017-6-15 07:56:03,2017-06-15 07:57:03,60
71,107,2017-6-15 07:56:30,2017-06-15 07:56:59,29
79,105,2017-6-15 07:54:37,2017-06-15 07:56:42,125
70,111,2017-6-15 07:44:54,2017-06-15 07:56:37,703
71,108,2017-6-15 07:55:51,2017-06-15 07:56:24,33
71,109,2017-6-15 07:52:03,2017-06-15 07:55:35,212
33,109,2017-6-15 07:47:33,2017-06-15 07:55:26,473
30,105,2017-6-15 07:52:30,2017-06-15 07:53:30,60
30,105,2017-6-15 07:53:59,2017-06-15 07:54:45,46
79,109,2017-6-15 07:52:29,2017-06-15 07:54:01,92
19,111,2017-6-15 07:53:04,2017-06-15 07:53:50,46
83,111,2017-6-15 07:51:40,2017-06-15 07:53:49,129
46,105,2017-6-15 07:50:03,2017-06-15 07:53:31,208
49,106,2017-6-15 07:53:01,2017-06-15 07:53:13,12
49,111,2017-6-15 07:43:04,2017-06-15 07:52:52,588
58,110,2017-6-15 07:49:34,2017-06-15 07:52:41,187
79,108,2017-6-15 07:52:01,2017-06-15 07:52:24,23
18,109,2017-6-15 07:40:12,2017-06-15 07:47:13,421
18,109,2017-6-15 07:47:26,2017-06-15 07:52:21,295
79,107,2017-6-15 07:51:46,2017-06-15 07:51:56,10
79,106,2017-6-15 07:51:31,2017-06-15 07:51:41,10
67,111,2017-6-15 07:41:12,2017-06-15 07:50:56,584
71,110,2017-6-15 07:48:03,2017-06-15 07:50:54,171
30,110,2017-6-15 07:50:03,2017-06-15 07:50:48,45
80,109,2017-6-15 07:46:07,2017-06-15 07:49:54,227
30,109,2017-6-15 07:45:44,2017-06-15 07:47:22,98
30,109,2017-6-15 07:47:59,2017-06-15 07:49:50,111
58,109,2017-6-15 07:42:44,2017-06-15 07:49:24,400
59,105,2017-6-15 07:47:33,2017-06-15 07:48:35,62
48,105,2017-6-15 07:47:21,2017-06-15 07:48:08,47
71,105,2017-6-15 07:41:14,2017-06-15 07:42:10,56
71,105,2017-6-15 07:42:40,2017-06-15 07:47:53,313
83,105,2017-6-15 07:45:34,2017-06-15 07:47:45,131
75,110,2017-6-15 07:45:53,2017-06-15 07:47:30,97
59,110,2017-6-15 07:47:09,2017-06-15 07:47:27,18
33,108,2017-6-15 07:47:18,2017-06-15 07:47:27,9
48,110,2017-6-15 07:45:11,2017-06-15 07:47:05,114
59,109,2017-6-15 07:42:17,2017-06-15 07:47:02,285
33,107,2017-6-15 07:44:48,2017-06-15 07:46:33,105
80,108,2017-6-15 07:45:50,2017-06-15 07:46:00,10
80,107,2017-6-15 07:44:54,2017-06-15 07:45:40,46
30,111,2017-6-15 07:41:27,2017-06-15 07:45:19,232
80,106,2017-6-15 07:44:40,2017-06-15 07:44:45,5
33,106,2017-6-15 07:44:15,2017-06-15 07:44:41,26
48,111,2017-6-15 07:42:15,2017-06-15 07:44:13,118
80,111,2017-6-15 07:25:53,2017-06-15 07:44:01,1088
33,111,2017-6-15 07:37:46,2017-06-15 07:43:57,371
58,108,2017-6-15 07:39:19,2017-06-15 07:42:34,195
59,108,2017-6-15 07:42:02,2017-06-15 07:42:10,8
59,107,2017-6-15 07:41:30,2017-06-15 07:41:55,25
45,105,2017-6-15 07:33:40,2017-06-15 07:35:34,114
45,105,2017-6-15 07:41:27,2017-06-15 07:41:38,11
59,106,2017-6-15 07:41:13,2017-06-15 07:41:25,12
45,107,2017-6-15 07:40:50,2017-06-15 07:41:06,16
79,110,2017-6-15 07:39:47,2017-06-15 07:41:02,75
48,109,2017-6-15 07:39:40,2017-06-15 07:41:01,81
71,111,2017-6-15 07:32:25,2017-06-15 07:40:59,514
59,111,2017-6-15 07:24:44,2017-06-15 07:40:47,963
45,106,2017-6-15 07:40:38,2017-06-15 07:40:45,7
83,110,2017-6-15 07:38:35,2017-06-15 07:40:40,125
45,108,2017-6-15 07:40:19,2017-06-15 07:40:31,12
52,111,2017-6-15 07:40:08,2017-06-15 07:40:26,18
45,109,2017-6-15 07:36:45,2017-06-15 07:40:07,202
18,108,2017-6-15 07:39:56,2017-06-15 07:40:02,6
18,111,2017-6-15 07:34:22,2017-06-15 07:39:40,318
12,111,2017-6-15 07:35:05,2017-06-15 07:39:15,250
58,107,2017-6-15 07:39:04,2017-06-15 07:39:11,7
58,106,2017-6-15 07:36:26,2017-06-15 07:38:39,133
48,108,2017-6-15 07:38:19,2017-06-15 07:38:39,20
38,111,2017-6-15 07:32:31,2017-06-15 07:35:55,204
38,111,2017-6-15 07:36:00,2017-06-15 07:36:02,2
38,111,2017-6-15 07:36:07,2017-06-15 07:36:09,2
38,111,2017-6-15 07:37:05,2017-06-15 07:37:19,14
33,105,2017-6-15 07:31:20,2017-06-15 07:37:10,350
38,105,2017-6-15 07:30:21,2017-06-15 07:31:15,54
38,105,2017-6-15 07:31:19,2017-06-15 07:32:26,67
38,105,2017-6-15 07:36:13,2017-06-15 07:37:00,47
45,110,2017-6-15 07:36:01,2017-06-15 07:36:38,37
16,105,2017-6-15 07:32:38,2017-06-15 07:36:32,234
45,111,2017-6-15 07:29:29,2017-06-15 07:33:32,243
12,105,2017-6-15 07:26:16,2017-06-15 07:32:58,402
46,110,2017-6-15 07:30:21,2017-06-15 07:32:44,143
16,110,2017-6-15 07:31:33,2017-06-15 07:32:16,43
18,105,2017-6-15 07:28:23,2017-06-15 07:31:53,210
16,109,2017-6-15 07:30:12,2017-06-15 07:31:27,75
46,109,2017-6-15 07:27:56,2017-06-15 07:30:15,139
33,110,2017-6-15 07:28:07,2017-06-15 07:30:10,123
16,108,2017-6-15 07:29:43,2017-06-15 07:30:06,23
16,107,2017-6-15 07:29:26,2017-06-15 07:29:37,11
16,106,2017-6-15 07:29:07,2017-06-15 07:29:19,12
16,111,2017-6-15 07:23:21,2017-06-15 07:29:00,339
11,107,2017-6-15 07:28:35,2017-06-15 07:28:49,14
11,106,2017-6-15 07:28:21,2017-06-15 07:28:28,7
18,110,2017-6-15 07:27:56,2017-06-15 07:28:17,21
11,109,2017-6-15 07:26:42,2017-06-15 07:28:13,91
46,108,2017-6-15 07:27:40,2017-06-15 07:27:47,7
46,107,2017-6-15 07:27:12,2017-06-15 07:27:31,19
46,106,2017-6-15 07:26:54,2017-06-15 07:27:02,8
11,108,2017-6-15 07:26:22,2017-06-15 07:26:34,12
38,110,2017-6-15 07:24:00,2017-06-15 07:25:28,88
38,110,2017-6-15 07:25:35,2017-06-15 07:26:07,32
38,110,2017-6-15 07:26:13,2017-06-15 07:26:15,2
38,110,2017-6-15 07:26:20,2017-06-15 07:26:22,2
38,110,2017-6-15 07:26:28,2017-06-15 07:26:31,3
12,110,2017-6-15 07:24:56,2017-06-15 07:26:12,76
11,105,2017-6-15 07:24:17,2017-06-15 07:25:37,80
11,110,2017-6-15 07:23:23,2017-06-15 07:24:12,49
38,109,2017-6-15 07:22:20,2017-06-15 07:23:55,95
11,111,2017-6-15 07:22:16,2017-06-15 07:23:19,63
38,108,2017-6-15 07:22:11,2017-06-15 07:22:16,5
38,107,2017-6-15 07:21:59,2017-06-15 07:22:07,8
38,106,2017-6-15 07:21:47,2017-06-15 07:21:54,7
65,109,2017-6-15 06:50:30,2017-06-15 06:54:47,257
65,108,2017-6-15 06:47:25,2017-06-15 06:50:16,171
65,107,2017-6-15 06:44:59,2017-06-15 06:46:18,79
65,106,2017-6-15 06:44:24,2017-06-15 06:44:45,21
65,104,2017-6-15 06:42:58,2017-06-15 06:43:45,47
65,110,2017-6-15 06:42:34,2017-06-15 06:42:44,10
65,105,2017-6-15 06:40:29,2017-06-15 06:42:25,116
29,109,2017-6-15 05:57:01,2017-06-15 06:00:06,185
55,108,2017-6-15 05:56:41,2017-06-15 05:56:57,16
29,108,2017-6-15 05:56:47,2017-06-15 05:56:54,7
29,107,2017-6-15 05:56:27,2017-06-15 05:56:33,6
29,69,2017-6-15 05:47:40,2017-06-15 05:56:09,509
55,109,2017-6-15 05:55:06,2017-06-15 05:56:03,57
55,107,2017-6-15 05:54:07,2017-06-15 05:54:55,48
9,105,2017-6-15 05:47:08,2017-06-15 05:51:46,278
29,68,2017-6-15 05:46:42,2017-06-15 05:47:24,42
29,106,2017-6-15 05:46:06,2017-06-15 05:46:16,10
29,105,2017-6-15 05:41:56,2017-06-15 05:44:41,165
35,110,2017-6-15 05:35:35,2017-06-15 05:41:36,361
35,105,2017-6-15 05:29:48,2017-06-15 05:34:35,287
55,106,2017-6-15 05:32:07,2017-06-15 05:32:26,19
55,104,2017-6-15 05:30:57,2017-06-15 05:31:53,56
55,103,2017-6-15 05:29:55,2017-06-15 05:30:30,35
63,109,2017-6-15 05:28:57,2017-06-15 05:30:27,90
55,102,2017-6-15 05:29:08,2017-06-15 05:29:48,40
55,101,2017-6-15 05:28:38,2017-06-15 05:28:55,17
63,108,2017-6-15 05:28:24,2017-06-15 05:28:50,26
55,100,2017-6-15 05:28:17,2017-06-15 05:28:27,10
55,99,2017-6-15 05:27:23,2017-06-15 05:28:08,45
63,107,2017-6-15 05:26:48,2017-06-15 05:28:03,75
55,98,2017-6-15 05:26:09,2017-06-15 05:27:03,54
63,106,2017-6-15 05:26:25,2017-06-15 05:26:38,13
63,104,2017-6-15 05:22:34,2017-06-15 05:26:17,223
73,110,2017-6-15 04:25:37,2017-06-15 04:25:59,22
73,105,2017-6-15 04:23:39,2017-06-15 04:24:33,54
73,105,2017-6-15 04:25:05,2017-06-15 04:25:32,27
73,103,2017-6-8 07:45:05,2017-06-08 07:45:31,26
73,103,2017-6-15 04:23:11,2017-06-15 04:23:34,23
73,102,2017-6-8 07:25:57,2017-06-08 07:37:56,719
73,102,2017-6-15 04:21:39,2017-06-15 04:22:08,29
73,109,2017-6-15 04:13:15,2017-06-15 04:21:30,495
73,108,2017-6-15 04:13:01,2017-06-15 04:13:09,8
73,107,2017-6-15 04:11:57,2017-06-15 04:12:08,11
73,106,2017-6-15 04:11:41,2017-06-15 04:11:50,9
29,110,2017-6-14 15:16:35,2017-06-14 15:20:26,231
22,107,2017-6-14 13:08:35,2017-06-14 13:08:45,10
22,108,2017-6-14 13:00:03,2017-06-14 13:08:21,498
22,109,2017-6-14 12:57:52,2017-06-14 12:59:57,125
22,110,2017-6-14 12:52:46,2017-06-14 12:55:23,157
22,110,2017-6-14 12:56:09,2017-06-14 12:57:37,88
22,105,2017-6-14 12:30:08,2017-06-14 12:32:07,119
22,105,2017-6-14 12:52:12,2017-06-14 12:52:15,3
22,105,2017-6-14 12:52:28,2017-06-14 12:52:31,3
22,106,2017-6-14 12:29:40,2017-06-14 12:30:06,26
22,104,2017-6-8 07:23:45,2017-06-08 07:43:30,1185
22,104,2017-6-14 12:23:33,2017-06-14 12:25:17,104
22,103,2017-6-8 07:43:35,2017-06-08 07:53:07,572
22,103,2017-6-14 12:22:36,2017-06-14 12:23:27,51
25,105,2017-6-14 11:14:02,2017-06-14 11:23:33,571
25,105,2017-6-14 11:23:38,2017-06-14 11:24:55,77
13,105,2017-6-14 07:27:24,2017-06-14 07:30:00,156
13,110,2017-6-14 07:25:11,2017-06-14 07:26:25,74
13,109,2017-6-14 07:23:39,2017-06-14 07:25:02,83
13,108,2017-6-14 07:22:31,2017-06-14 07:23:17,46
9,107,2017-6-14 06:14:35,2017-06-14 06:14:56,21
9,109,2017-6-14 06:10:07,2017-06-14 06:13:48,221
9,108,2017-6-14 06:07:50,2017-06-14 06:07:58,8
9,106,2017-6-14 06:06:36,2017-06-14 06:06:57,21
12,109,2017-6-13 11:54:03,2017-06-13 11:56:28,145
12,108,2017-6-13 11:53:29,2017-06-13 11:53:45,16
12,106,2017-6-13 11:52:53,2017-06-13 11:53:09,16
12,107,2017-6-13 11:49:20,2017-06-13 11:52:33,193
54,109,2017-6-13 10:58:49,2017-06-13 11:01:17,148
54,108,2017-6-13 10:58:27,2017-06-13 10:58:44,17
54,107,2017-6-13 10:58:05,2017-06-13 10:58:22,17
54,106,2017-6-13 10:57:53,2017-06-13 10:58:01,8
54,110,2017-6-13 10:44:51,2017-06-13 10:56:56,725
53,109,2017-6-13 09:26:11,2017-06-13 09:27:58,107
53,110,2017-6-13 09:25:22,2017-06-13 09:26:00,38
53,108,2017-6-13 09:24:05,2017-06-13 09:24:43,38
51,110,2017-6-13 07:49:40,2017-06-13 07:50:42,62
32,108,2017-6-13 03:29:13,2017-06-13 03:29:35,22
32,107,2017-6-13 03:29:04,2017-06-13 03:29:08,4
32,106,2017-6-13 03:28:50,2017-06-13 03:28:57,7
20,108,2017-6-12 11:40:50,2017-06-12 11:42:08,78
20,108,2017-6-12 11:42:12,2017-06-12 11:42:26,14
20,107,2017-6-12 11:40:26,2017-06-12 11:40:37,11
20,109,2017-6-12 11:35:28,2017-06-12 11:39:59,271
35,108,2017-6-12 10:42:01,2017-06-12 10:43:12,71
35,107,2017-6-12 10:41:30,2017-06-12 10:41:41,11
35,109,2017-6-12 10:36:47,2017-06-12 10:40:58,251
51,106,2017-6-12 07:50:23,2017-06-12 07:50:35,12
51,107,2017-6-12 07:49:25,2017-06-12 07:49:53,28
51,108,2017-6-12 07:48:40,2017-06-12 07:49:01,21
51,109,2017-6-12 07:46:18,2017-06-12 07:48:31,133
74,53,2017-6-11 12:35:01,2017-06-11 12:36:25,84
74,52,2017-6-11 12:32:27,2017-06-11 12:34:32,125
74,48,2017-6-11 12:31:00,2017-06-11 12:32:13,73
74,10,2017-6-11 12:30:50,2017-06-11 12:30:54,4
74,45,2017-6-11 12:30:29,2017-06-11 12:30:42,13
74,42,2017-6-11 12:06:34,2017-06-11 12:07:11,37
74,42,2017-6-11 12:07:29,2017-06-11 12:07:32,3
74,41,2017-6-11 12:05:42,2017-06-11 12:05:58,16
74,41,2017-6-11 12:06:18,2017-06-11 12:06:24,6
74,40,2017-6-11 12:05:28,2017-06-11 12:05:35,7
74,39,2017-6-11 12:04:35,2017-06-11 12:04:55,20
74,39,2017-6-11 12:05:14,2017-06-11 12:05:17,3
74,38,2017-6-11 12:03:55,2017-06-11 12:04:13,18
74,37,2017-6-11 12:02:19,2017-06-11 12:03:32,73
74,36,2017-6-11 12:01:11,2017-06-11 12:01:52,41
74,36,2017-6-11 12:01:54,2017-06-11 12:02:12,18
74,9,2017-6-11 12:00:53,2017-06-11 12:00:58,5
74,35,2017-6-11 11:59:12,2017-06-11 12:00:07,55
74,34,2017-6-11 11:58:46,2017-06-11 11:59:00,14
74,33,2017-6-11 11:58:35,2017-06-11 11:58:40,5
74,32,2017-6-11 11:54:23,2017-06-11 11:55:14,51
74,32,2017-6-11 11:55:26,2017-06-11 11:55:28,2
74,32,2017-6-11 11:55:31,2017-06-11 11:58:30,179
74,31,2017-6-11 11:53:05,2017-06-11 11:54:09,64
74,30,2017-6-11 11:51:14,2017-06-11 11:51:53,39
74,30,2017-6-11 11:52:46,2017-06-11 11:52:48,2
74,29,2017-6-11 11:47:10,2017-06-11 11:49:38,148
74,28,2017-6-11 11:46:18,2017-06-11 11:47:04,46
74,27,2017-6-11 11:44:27,2017-06-11 11:46:02,95
74,26,2017-6-11 11:17:26,2017-06-11 11:17:43,17
74,8,2017-6-11 11:16:47,2017-06-11 11:16:55,8
74,25,2017-6-11 11:15:57,2017-06-11 11:16:36,39
74,24,2017-6-11 11:15:34,2017-06-11 11:15:47,13
74,23,2017-6-11 11:09:11,2017-06-11 11:09:57,46
74,23,2017-6-11 11:10:32,2017-06-11 11:10:35,3
74,22,2017-6-11 11:08:29,2017-06-11 11:09:05,36
74,19,2017-6-11 10:56:18,2017-06-11 10:56:39,21
74,20,2017-6-11 10:53:41,2017-06-11 10:54:37,56
74,18,2017-6-11 10:53:30,2017-06-11 10:53:36,6
74,17,2017-6-11 10:53:19,2017-06-11 10:53:24,5
74,16,2017-6-11 10:49:44,2017-06-11 10:50:44,60
74,7,2017-6-11 10:49:28,2017-06-11 10:49:39,11
74,106,2017-6-11 10:48:46,2017-06-11 10:49:00,14
74,108,2017-6-11 10:48:17,2017-06-11 10:48:42,25
18,107,2017-6-11 03:21:37,2017-06-11 03:21:43,6
18,106,2017-6-11 03:21:17,2017-06-11 03:21:26,9
48,107,2017-6-11 02:45:46,2017-06-11 02:46:09,23
48,106,2017-6-11 02:45:26,2017-06-11 02:45:38,12
53,107,2017-6-11 00:52:50,2017-06-11 00:53:12,22
29,104,2017-6-10 14:47:23,2017-06-10 14:50:46,203
29,103,2017-6-10 14:44:46,2017-06-10 14:47:16,150
29,102,2017-6-10 14:43:11,2017-06-10 14:43:45,34
29,101,2017-6-10 14:31:51,2017-06-10 14:39:04,433
29,100,2017-6-10 14:30:55,2017-06-10 14:31:44,49
29,99,2017-6-10 14:25:02,2017-06-10 14:30:17,315
29,97,2017-6-10 14:17:54,2017-06-10 14:22:51,297
29,98,2017-6-10 14:16:57,2017-06-10 14:17:36,39
29,96,2017-6-10 14:14:31,2017-06-10 14:16:30,119
29,95,2017-6-10 14:13:29,2017-06-10 14:13:44,15
29,94,2017-6-10 14:12:13,2017-06-10 14:13:08,55
29,93,2017-6-10 14:11:37,2017-06-10 14:12:01,24
29,92,2017-6-10 14:06:56,2017-06-10 14:11:29,273
74,107,2017-6-10 13:34:37,2017-06-10 13:34:48,11
25,106,2017-6-10 08:56:08,2017-06-10 08:56:36,28
25,104,2017-6-10 08:48:02,2017-06-10 08:54:49,407
25,102,2017-6-10 08:46:05,2017-06-10 08:47:21,76
25,107,2017-6-10 08:40:47,2017-06-10 08:41:23,36
13,107,2017-6-10 07:28:45,2017-06-10 07:29:14,29
13,106,2017-6-10 07:28:03,2017-06-10 07:28:44,41
35,106,2017-6-10 06:17:18,2017-06-10 06:17:33,15
8,93,2017-6-9 17:36:04,2017-06-09 17:37:14,70
8,92,2017-6-9 17:34:34,2017-06-09 17:34:58,24
8,91,2017-6-9 17:25:01,2017-06-09 17:32:16,435
8,102,2017-6-9 17:23:41,2017-06-09 17:24:34,53
8,106,2017-6-9 17:23:20,2017-06-09 17:23:29,9
8,101,2017-6-9 17:19:50,2017-06-09 17:20:56,66
8,101,2017-6-9 17:21:03,2017-06-09 17:21:40,37
8,100,2017-6-9 17:19:14,2017-06-09 17:19:36,22
8,99,2017-6-9 17:13:10,2017-06-09 17:19:01,351
8,98,2017-6-9 17:12:23,2017-06-09 17:12:55,32
20,106,2017-6-9 14:40:31,2017-06-09 14:40:44,13
29,91,2017-6-9 14:36:12,2017-06-09 14:36:38,26
29,90,2017-6-9 14:35:51,2017-06-09 14:36:02,11
29,89,2017-6-9 14:34:33,2017-06-09 14:34:55,22
29,88,2017-6-9 14:32:02,2017-06-09 14:32:50,48
29,87,2017-6-9 14:31:44,2017-06-09 14:31:46,2
29,86,2017-6-9 14:30:51,2017-06-09 14:31:35,44
29,85,2017-6-9 14:30:32,2017-06-09 14:30:43,11
29,84,2017-6-9 14:28:24,2017-06-09 14:30:04,100
29,83,2017-6-9 14:27:36,2017-06-09 14:28:19,43
29,82,2017-6-9 14:25:32,2017-06-09 14:27:31,119
29,81,2017-6-9 14:20:10,2017-06-09 14:25:02,292
29,79,2017-6-9 14:19:46,2017-06-09 14:20:05,19
29,78,2017-6-9 14:19:31,2017-06-09 14:19:38,7
29,77,2017-6-9 14:18:08,2017-06-09 14:19:26,78
29,76,2017-6-9 14:17:04,2017-06-09 14:18:02,58
29,75,2017-6-9 14:16:47,2017-06-09 14:16:58,11
29,74,2017-6-9 14:16:21,2017-06-09 14:16:34,13
29,73,2017-6-9 14:16:03,2017-06-09 14:16:13,10
29,72,2017-6-9 14:15:34,2017-06-09 14:15:55,21
29,71,2017-6-9 14:15:13,2017-06-09 14:15:28,15
29,70,2017-6-9 14:14:28,2017-06-09 14:15:04,36
53,106,2017-6-9 12:47:38,2017-06-09 12:47:56,18
51,99,2017-6-8 17:20:29,2017-06-08 17:21:07,38
51,100,2017-6-8 17:20:10,2017-06-08 17:20:22,12
51,101,2017-6-8 17:18:53,2017-06-08 17:19:47,54
51,102,2017-6-8 17:16:54,2017-06-08 17:18:07,73
51,103,2017-6-8 17:15:37,2017-06-08 17:16:34,57
51,103,2017-6-8 17:16:35,2017-06-08 17:16:46,11
51,104,2017-6-8 17:13:36,2017-06-08 17:15:32,116
44,104,2017-6-8 12:15:57,2017-06-08 12:17:08,71
44,103,2017-6-8 12:14:41,2017-06-08 12:15:05,24
44,103,2017-6-8 12:15:44,2017-06-08 12:15:56,12
44,102,2017-6-8 12:13:31,2017-06-08 12:13:59,28
44,101,2017-6-8 12:12:53,2017-06-08 12:13:23,30
44,100,2017-6-8 12:12:02,2017-06-08 12:12:41,39
44,99,2017-6-8 12:08:17,2017-06-08 12:10:52,155
44,99,2017-6-8 12:10:54,2017-06-08 12:11:42,48
44,98,2017-6-8 12:07:13,2017-06-08 12:07:59,46
68,85,2017-6-8 10:15:02,2017-06-08 10:15:23,21
68,84,2017-6-8 10:13:21,2017-06-08 10:13:46,25
68,83,2017-6-8 10:11:36,2017-06-08 10:12:08,32
68,82,2017-6-8 10:09:35,2017-06-08 10:11:26,111
68,86,2017-6-8 10:09:03,2017-06-08 10:09:27,24
68,87,2017-6-8 10:08:33,2017-06-08 10:08:47,14
68,88,2017-6-8 10:05:22,2017-06-08 10:06:13,51
68,88,2017-6-8 10:06:16,2017-06-08 10:08:28,132
68,89,2017-6-8 10:01:42,2017-06-08 10:03:46,124
68,90,2017-6-8 10:01:22,2017-06-08 10:01:34,12
68,91,2017-6-8 09:59:07,2017-06-08 10:00:00,53
68,92,2017-6-8 09:58:44,2017-06-08 09:58:54,10
68,93,2017-6-8 09:55:59,2017-06-08 09:56:12,13
68,94,2017-6-8 09:54:38,2017-06-08 09:55:17,39
68,95,2017-6-8 09:51:36,2017-06-08 09:52:41,65
