学生序号,题号,Activity时间,Answer时间,时间差
38,77,2017-5-25 07:51:13,2017-05-25 07:51:16,3
38,77,2017-5-25 07:51:21,2017-05-25 07:51:23,2
38,77,2017-5-25 07:51:27,2017-05-25 07:51:29,2
38,77,2017-5-25 07:51:34,2017-05-25 07:51:37,3
59,90,2017-5-25 07:49:44,2017-05-25 07:51:36,112
44,89,2017-5-25 07:48:21,2017-05-25 07:50:40,139
15,82,2017-5-25 07:44:22,2017-05-25 07:50:36,374
23,84,2017-5-25 07:41:46,2017-05-25 07:50:36,530
67,84,2017-5-25 07:31:32,2017-05-25 07:50:23,1131
48,82,2017-5-25 07:47:16,2017-05-25 07:50:21,185
49,89,2017-5-25 07:48:22,2017-05-25 07:49:50,88
71,84,2017-5-25 07:48:49,2017-05-25 07:49:19,30
30,76,2017-5-25 07:47:31,2017-05-25 07:49:06,95
71,85,2017-5-25 07:47:46,2017-05-25 07:48:41,55
59,89,2017-5-25 07:46:38,2017-05-25 07:48:36,118
84,88,2017-5-25 07:46:34,2017-05-25 07:48:31,117
35,87,2017-5-25 07:47:51,2017-05-25 07:48:28,37
49,88,2017-5-25 07:47:41,2017-05-25 07:48:14,33
44,88,2017-5-25 07:45:24,2017-05-25 07:48:11,167
38,76,2017-5-18 08:46:49,2017-05-18 08:47:11,22
38,76,2017-5-18 09:08:45,2017-05-18 09:09:07,22
38,76,2017-5-18 09:09:24,2017-05-18 09:09:31,7
38,76,2017-5-25 07:47:24,2017-05-25 07:47:47,23
58,89,2017-5-25 07:46:58,2017-05-25 07:47:31,33
49,87,2017-5-25 07:46:51,2017-05-25 07:47:30,39
41,87,2017-5-25 07:47:02,2017-05-25 07:47:13,11
38,67,2017-5-11 07:48:09,2017-05-11 07:53:52,343
38,67,2017-5-18 09:09:55,2017-05-18 09:12:06,131
38,67,2017-5-25 07:46:57,2017-05-25 07:47:05,8
30,90,2017-5-25 07:45:53,2017-05-25 07:46:28,35
30,90,2017-5-25 07:46:56,2017-05-25 07:47:03,7
22,89,2017-5-25 07:41:53,2017-05-25 07:47:03,310
41,88,2017-5-25 07:44:34,2017-05-25 07:46:40,126
84,87,2017-5-25 07:46:19,2017-05-25 07:46:29,10
35,86,2017-5-25 07:36:55,2017-05-25 07:46:20,565
84,86,2017-5-25 07:45:01,2017-05-25 07:46:14,73
58,88,2017-5-25 07:43:20,2017-05-25 07:46:10,170
59,88,2017-5-25 07:43:12,2017-05-25 07:46:07,175
45,88,2017-5-25 07:41:47,2017-05-25 07:45:31,224
74,86,2017-5-25 07:44:28,2017-05-25 07:45:29,61
49,86,2017-5-25 07:44:24,2017-05-25 07:45:18,54
84,85,2017-5-25 07:43:04,2017-05-25 07:44:47,103
44,87,2017-5-25 07:43:06,2017-05-25 07:44:47,101
31,89,2017-5-25 07:43:31,2017-05-25 07:44:01,30
80,88,2017-5-25 07:43:21,2017-05-25 07:43:47,26
74,87,2017-5-25 07:39:26,2017-05-25 07:43:35,249
49,85,2017-5-25 07:41:58,2017-05-25 07:43:30,92
80,87,2017-5-25 07:43:08,2017-05-25 07:43:14,6
20,76,2017-5-25 07:42:25,2017-05-25 07:43:14,49
59,87,2017-5-25 07:42:22,2017-05-25 07:43:07,45
58,87,2017-5-25 07:42:13,2017-05-25 07:43:07,54
80,86,2017-5-25 07:42:43,2017-05-25 07:43:01,18
44,86,2017-5-25 07:39:58,2017-05-25 07:42:57,179
84,84,2017-5-25 07:42:28,2017-05-25 07:42:55,27
80,85,2017-5-25 07:42:18,2017-05-25 07:42:34,16
15,88,2017-5-25 07:40:48,2017-05-25 07:41:54,66
15,88,2017-5-25 07:41:59,2017-05-25 07:42:20,21
59,86,2017-5-25 07:32:06,2017-05-25 07:42:15,609
20,84,2017-5-25 07:41:45,2017-05-25 07:42:15,30
80,84,2017-5-25 07:40:03,2017-05-25 07:42:13,130
58,90,2017-5-25 07:40:46,2017-05-25 07:42:09,83
22,90,2017-5-25 07:37:27,2017-05-25 07:41:49,262
49,84,2017-5-25 07:40:59,2017-05-25 07:41:48,49
31,88,2017-5-25 07:39:55,2017-05-25 07:41:45,110
45,87,2017-5-25 07:41:31,2017-05-25 07:41:41,10
23,86,2017-5-25 07:41:10,2017-05-25 07:41:39,29
20,85,2017-5-25 07:41:15,2017-05-25 07:41:33,18
45,86,2017-5-25 07:40:35,2017-05-25 07:41:19,44
21,89,2017-5-25 07:25:32,2017-05-25 07:41:19,947
71,86,2017-5-25 07:36:02,2017-05-25 07:41:10,308
23,87,2017-5-25 07:40:56,2017-05-25 07:41:03,7
23,88,2017-5-25 07:39:56,2017-05-25 07:40:50,54
49,90,2017-5-25 07:40:34,2017-05-25 07:40:48,14
58,86,2017-5-25 07:39:41,2017-05-25 07:40:44,63
52,84,2017-5-25 07:39:58,2017-05-25 07:40:34,36
15,87,2017-5-25 07:40:24,2017-05-25 07:40:33,9
45,85,2017-5-25 07:40:09,2017-05-25 07:40:27,18
15,86,2017-5-25 07:36:58,2017-05-25 07:40:14,196
45,84,2017-5-25 07:39:43,2017-05-25 07:40:03,20
44,90,2017-5-25 07:38:27,2017-05-25 07:39:54,87
52,85,2017-5-25 07:39:37,2017-05-25 07:39:51,14
80,89,2017-5-25 07:39:44,2017-05-25 07:39:50,6
31,87,2017-5-25 07:39:36,2017-05-25 07:39:47,11
46,90,2017-5-25 07:39:23,2017-05-25 07:39:40,17
20,87,2017-5-25 07:39:36,2017-05-25 07:39:40,4
58,85,2017-5-25 07:32:09,2017-05-25 07:39:33,444
80,90,2017-5-25 07:21:53,2017-05-25 07:39:32,1059
31,86,2017-5-25 07:33:22,2017-05-25 07:39:30,368
52,86,2017-5-25 07:34:14,2017-05-25 07:39:21,307
84,83,2017-5-25 07:38:02,2017-05-25 07:38:39,37
44,85,2017-5-25 07:34:29,2017-05-25 07:38:10,221
55,89,2017-5-25 07:37:45,2017-05-25 07:38:02,17
23,89,2017-5-25 07:35:24,2017-05-25 07:38:00,156
84,82,2017-5-25 07:36:11,2017-05-25 07:37:54,103
41,85,2017-5-25 07:34:30,2017-05-25 07:37:48,198
55,88,2017-5-25 07:36:20,2017-05-25 07:37:18,58
15,85,2017-5-25 07:34:53,2017-05-25 07:36:43,110
55,87,2017-5-25 07:36:04,2017-05-25 07:36:16,12
84,90,2017-5-25 07:35:34,2017-05-25 07:36:00,26
55,86,2017-5-25 07:35:22,2017-05-25 07:35:58,36
71,87,2017-5-25 07:35:22,2017-05-25 07:35:56,34
23,90,2017-5-25 07:34:08,2017-05-25 07:35:17,69
55,85,2017-5-25 07:35:00,2017-05-25 07:35:16,16
55,84,2017-5-25 07:34:44,2017-05-25 07:34:56,12
55,83,2017-5-25 07:34:14,2017-05-25 07:34:34,20
15,84,2017-5-25 07:34:02,2017-05-25 07:34:28,26
44,84,2017-5-25 07:29:08,2017-05-25 07:34:21,313
52,87,2017-5-25 07:33:48,2017-05-25 07:34:07,19
55,82,2017-5-25 07:30:49,2017-05-25 07:34:03,194
41,89,2017-5-25 07:33:28,2017-05-25 07:33:49,21
19,88,2017-5-25 07:31:33,2017-05-25 07:33:47,134
31,85,2017-5-25 07:33:05,2017-05-25 07:33:15,10
31,90,2017-5-25 07:26:18,2017-05-25 07:33:00,402
41,84,2017-5-25 07:29:47,2017-05-25 07:32:57,190
35,85,2017-5-25 07:27:26,2017-05-25 07:32:20,294
59,85,2017-5-25 07:30:31,2017-05-25 07:32:00,89
52,88,2017-5-25 07:29:20,2017-05-25 07:31:47,147
20,15,2017-5-25 07:31:03,2017-05-25 07:31:07,4
20,15,2017-5-25 07:31:28,2017-05-25 07:31:42,14
19,89,2017-5-25 07:26:41,2017-05-25 07:31:28,287
67,85,2017-5-25 07:31:13,2017-05-25 07:31:27,14
71,88,2017-5-25 07:30:04,2017-05-25 07:31:26,82
45,89,2017-5-25 07:30:12,2017-05-25 07:30:40,28
58,84,2017-5-25 07:29:53,2017-05-25 07:30:31,38
67,86,2017-5-25 07:29:51,2017-05-25 07:30:26,35
59,84,2017-5-25 07:21:49,2017-05-25 07:30:22,513
20,90,2017-5-25 07:29:24,2017-05-25 07:30:19,55
55,81,2017-5-25 07:27:38,2017-05-25 07:30:09,151
45,90,2017-5-25 07:28:50,2017-05-25 07:30:02,72
67,87,2017-5-25 07:29:40,2017-05-25 07:29:46,6
67,88,2017-5-25 07:25:00,2017-05-25 07:29:35,275
41,90,2017-5-25 07:28:11,2017-05-25 07:29:10,59
52,89,2017-5-25 07:26:27,2017-05-25 07:28:40,133
55,90,2017-5-25 07:27:12,2017-05-25 07:27:35,23
71,89,2017-5-25 07:26:25,2017-05-25 07:27:20,55
53,88,2017-5-25 07:25:42,2017-05-25 07:27:18,96
35,84,2017-5-25 07:25:45,2017-05-25 07:27:17,92
55,79,2017-5-25 07:26:52,2017-05-25 07:27:10,18
11,85,2017-5-25 07:26:22,2017-05-25 07:26:51,29
55,78,2017-5-25 07:26:21,2017-05-25 07:26:47,26
19,90,2017-5-25 07:25:47,2017-05-25 07:26:29,42
52,90,2017-5-25 07:20:31,2017-05-25 07:26:21,350
71,90,2017-5-25 07:22:40,2017-05-25 07:26:21,221
55,77,2017-5-25 07:24:55,2017-05-25 07:26:16,81
11,86,2017-5-25 07:25:27,2017-05-25 07:26:16,49
35,90,2017-5-25 07:22:20,2017-05-25 07:25:37,197
53,89,2017-5-25 07:24:42,2017-05-25 07:25:25,43
11,87,2017-5-25 07:25:04,2017-05-25 07:25:22,18
21,90,2017-5-25 07:24:22,2017-05-25 07:25:11,49
55,76,2017-5-25 07:24:35,2017-05-25 07:24:50,15
18,89,2017-5-25 07:24:21,2017-05-25 07:24:47,26
74,88,2017-5-25 07:21:12,2017-05-25 07:24:38,206
11,88,2017-5-25 07:23:23,2017-05-25 07:24:35,72
53,90,2017-5-25 07:24:31,2017-05-25 07:24:34,3
12,90,2017-5-25 07:24:08,2017-05-25 07:24:25,17
18,90,2017-5-25 07:23:33,2017-05-25 07:24:05,32
11,89,2017-5-25 07:22:51,2017-05-25 07:23:18,27
11,84,2017-5-25 07:22:22,2017-05-25 07:22:45,23
67,90,2017-5-25 07:20:59,2017-05-25 07:22:26,87
11,90,2017-5-25 07:21:44,2017-05-25 07:22:12,28
74,89,2017-5-25 07:20:42,2017-05-25 07:21:07,25
74,90,2017-5-25 07:20:13,2017-05-25 07:20:38,25
9,90,2017-5-25 07:18:35,2017-05-25 07:19:06,31
9,87,2017-5-25 06:23:45,2017-05-25 06:23:58,13
9,88,2017-5-25 06:23:07,2017-05-25 06:23:09,2
48,81,2017-5-25 05:50:38,2017-05-25 05:54:11,213
82,83,2017-5-25 05:50:22,2017-05-25 05:50:59,37
82,84,2017-5-25 05:49:52,2017-05-25 05:50:12,20
82,85,2017-5-25 05:49:15,2017-05-25 05:49:44,29
82,86,2017-5-25 05:47:39,2017-05-25 05:49:03,84
65,89,2017-5-25 05:48:08,2017-05-25 05:48:32,24
82,87,2017-5-25 05:47:20,2017-05-25 05:47:28,8
82,88,2017-5-25 05:45:17,2017-05-25 05:46:53,96
9,86,2017-5-25 05:43:13,2017-05-25 05:45:30,137
65,88,2017-5-25 05:44:13,2017-05-25 05:45:22,69
82,89,2017-5-25 05:43:00,2017-05-25 05:43:44,44
65,87,2017-5-25 05:42:56,2017-05-25 05:43:09,13
9,85,2017-5-25 05:42:11,2017-05-25 05:42:41,30
60,51,2017-5-25 05:40:08,2017-05-25 05:42:06,118
65,86,2017-5-25 05:39:38,2017-05-25 05:40:37,59
60,50,2017-5-25 05:37:55,2017-05-25 05:39:51,116
65,85,2017-5-25 05:37:49,2017-05-25 05:39:04,75
65,84,2017-5-25 05:36:57,2017-05-25 05:37:29,32
9,84,2017-5-25 05:36:39,2017-05-25 05:36:52,13
60,49,2017-5-25 05:28:28,2017-05-25 05:36:29,481
65,83,2017-5-25 05:34:34,2017-05-25 05:36:14,100
9,89,2017-5-25 05:34:58,2017-05-25 05:35:44,46
63,88,2017-5-25 05:28:05,2017-05-25 05:29:06,61
63,87,2017-5-25 05:27:31,2017-05-25 05:27:56,25
60,48,2017-5-25 05:24:11,2017-05-25 05:27:39,208
63,86,2017-5-25 05:25:45,2017-05-25 05:27:24,99
63,85,2017-5-25 05:25:10,2017-05-25 05:25:28,18
63,84,2017-5-25 05:24:36,2017-05-25 05:25:03,27
63,83,2017-5-25 05:23:47,2017-05-25 05:24:13,26
63,89,2017-5-25 05:23:09,2017-05-25 05:23:39,30
60,45,2017-5-25 05:19:57,2017-05-25 05:23:00,183
26,79,2017-5-25 04:08:09,2017-05-25 04:08:18,9
26,78,2017-5-25 04:07:12,2017-05-25 04:08:05,53
51,89,2017-5-24 13:44:11,2017-05-24 13:44:33,22
46,89,2017-5-24 13:01:03,2017-05-24 13:01:42,39
46,88,2017-5-24 12:50:09,2017-05-24 12:52:09,120
46,87,2017-5-24 12:49:49,2017-05-24 12:50:00,11
46,86,2017-5-24 12:41:56,2017-05-24 12:43:20,84
46,85,2017-5-24 12:41:23,2017-05-24 12:41:37,14
46,84,2017-5-24 12:35:40,2017-05-24 12:36:08,28
46,83,2017-5-24 12:34:12,2017-05-24 12:34:20,8
46,82,2017-5-24 12:27:45,2017-05-24 12:34:00,375
32,88,2017-5-24 11:53:00,2017-05-24 11:53:26,26
32,87,2017-5-24 11:52:41,2017-05-24 11:52:47,6
32,86,2017-5-24 11:52:11,2017-05-24 11:52:32,21
32,85,2017-5-24 11:51:54,2017-05-24 11:52:00,6
32,84,2017-5-24 11:51:22,2017-05-24 11:51:43,21
32,83,2017-5-24 11:50:26,2017-05-24 11:50:57,31
32,82,2017-5-24 11:49:05,2017-05-24 11:50:17,72
32,81,2017-5-24 11:46:27,2017-05-24 11:48:27,120
32,79,2017-5-24 11:41:57,2017-05-24 11:42:10,13
32,78,2017-5-24 11:40:24,2017-05-24 11:40:53,29
32,77,2017-5-24 11:39:13,2017-05-24 11:39:56,43
32,76,2017-5-24 11:38:21,2017-05-24 11:38:49,28
32,75,2017-5-24 11:37:57,2017-05-24 11:38:07,10
32,74,2017-5-24 11:37:38,2017-05-24 11:37:47,9
32,73,2017-5-24 11:37:16,2017-05-24 11:37:25,9
32,89,2017-5-24 11:36:46,2017-05-24 11:37:05,19
12,89,2017-5-24 09:25:45,2017-05-24 09:26:48,63
12,88,2017-5-24 09:23:20,2017-05-24 09:24:53,93
51,85,2017-5-23 15:29:04,2017-05-23 15:29:18,14
51,86,2017-5-23 15:28:05,2017-05-23 15:28:54,49
51,87,2017-5-23 15:27:12,2017-05-23 15:27:58,46
51,88,2017-5-23 15:25:01,2017-05-23 15:26:16,75
54,84,2017-5-23 09:06:52,2017-05-23 09:07:39,47
54,85,2017-5-23 09:06:16,2017-05-23 09:06:43,27
54,86,2017-5-23 09:03:28,2017-05-23 09:06:07,159
54,87,2017-5-23 09:03:07,2017-05-23 09:03:20,13
54,88,2017-5-23 09:00:16,2017-05-23 09:02:41,145
18,86,2017-5-23 08:44:42,2017-05-23 08:45:43,61
18,85,2017-5-23 08:44:22,2017-05-23 08:44:31,9
18,87,2017-5-23 08:44:03,2017-05-23 08:44:09,6
18,84,2017-5-23 08:43:29,2017-05-23 08:43:47,18
18,88,2017-5-23 08:40:57,2017-05-23 08:42:41,104
19,85,2017-5-22 15:24:31,2017-05-22 15:24:48,17
19,84,2017-5-22 15:23:57,2017-05-22 15:24:23,26
19,86,2017-5-22 15:20:25,2017-05-22 15:22:59,154
19,87,2017-5-22 15:19:33,2017-05-22 15:20:20,47
13,87,2017-5-22 14:55:35,2017-05-22 14:55:48,13
13,86,2017-5-22 14:51:16,2017-05-22 14:55:13,237
13,85,2017-5-22 14:50:28,2017-05-22 14:50:56,28
26,70,2017-5-22 12:16:54,2017-05-22 12:18:20,86
26,77,2017-5-22 12:16:11,2017-05-22 12:16:39,28
26,69,2017-5-22 11:56:54,2017-05-22 12:14:01,1027
26,68,2017-5-22 11:54:52,2017-05-22 11:56:50,118
12,87,2017-5-22 11:54:52,2017-05-22 11:55:00,8
26,67,2017-5-22 11:43:23,2017-05-22 11:54:34,671
12,86,2017-5-22 11:51:51,2017-05-22 11:53:06,75
12,85,2017-5-22 11:51:10,2017-05-22 11:51:30,20
12,84,2017-5-22 11:48:02,2017-05-22 11:48:58,56
53,86,2017-5-22 10:51:29,2017-05-22 10:52:27,58
53,85,2017-5-22 10:50:43,2017-05-22 10:51:17,34
53,87,2017-5-22 10:50:17,2017-05-22 10:50:26,9
74,84,2017-5-21 03:02:12,2017-05-21 03:18:41,989
74,85,2017-5-21 03:01:38,2017-05-21 03:01:54,16
31,82,2017-5-20 06:11:15,2017-05-20 06:13:52,157
31,81,2017-5-20 06:06:12,2017-05-20 06:08:37,145
31,79,2017-5-20 06:05:37,2017-05-20 06:05:58,21
31,78,2017-5-20 06:03:54,2017-05-20 06:04:46,52
31,77,2017-5-20 06:01:07,2017-05-20 06:02:45,98
31,76,2017-5-20 05:58:38,2017-05-20 06:00:41,123
31,84,2017-5-20 05:57:53,2017-05-20 05:58:13,20
51,82,2017-5-19 14:56:16,2017-05-19 14:58:30,134
51,83,2017-5-19 14:53:54,2017-05-19 14:54:25,31
51,84,2017-5-19 14:53:22,2017-05-19 14:53:50,28
53,83,2017-5-19 11:42:23,2017-05-19 11:42:44,21
53,84,2017-5-19 11:41:45,2017-05-19 11:42:11,26
13,84,2017-5-19 10:08:08,2017-05-19 10:08:56,48
13,83,2017-5-18 12:43:19,2017-05-18 12:44:34,75
13,82,2017-5-18 12:41:34,2017-05-18 12:43:17,103
13,81,2017-5-18 12:36:11,2017-05-18 12:38:47,156
22,76,2017-5-18 12:23:05,2017-05-18 12:24:06,61
22,77,2017-5-18 12:21:20,2017-05-18 12:22:59,99
22,78,2017-5-18 12:18:54,2017-05-18 12:21:14,140
22,79,2017-5-18 12:17:52,2017-05-18 12:18:48,56
22,81,2017-5-18 12:05:12,2017-05-18 12:17:44,752
41,82,2017-5-18 11:53:10,2017-05-18 11:54:16,66
41,81,2017-5-18 11:27:10,2017-05-18 11:34:42,452
41,79,2017-5-18 11:26:03,2017-05-18 11:26:34,31
41,78,2017-5-18 11:24:57,2017-05-18 11:25:42,45
41,77,2017-5-18 11:23:06,2017-05-18 11:24:33,87
41,76,2017-5-18 11:15:51,2017-05-18 11:22:41,410
41,83,2017-5-18 11:10:19,2017-05-18 11:12:46,147
36,82,2017-5-18 11:07:44,2017-05-18 11:09:08,84
36,81,2017-5-18 10:51:54,2017-05-18 11:06:37,883
36,79,2017-5-18 10:51:34,2017-05-18 10:51:49,15
36,78,2017-5-18 10:51:19,2017-05-18 10:51:28,9
36,77,2017-5-18 10:50:36,2017-05-18 10:51:12,36
36,76,2017-5-18 10:48:37,2017-05-18 10:49:24,47
36,83,2017-5-18 10:41:33,2017-05-18 10:43:02,89
75,81,2017-5-18 09:43:38,2017-05-18 09:48:23,285
21,64,2017-5-18 09:41:09,2017-05-18 09:43:23,134
75,79,2017-5-18 09:38:23,2017-05-18 09:43:11,288
21,63,2017-5-18 09:38:43,2017-05-18 09:40:58,135
21,62,2017-5-18 09:37:59,2017-05-18 09:38:29,30
21,65,2017-5-18 09:36:52,2017-05-18 09:37:41,49
21,66,2017-5-18 09:34:03,2017-05-18 09:36:40,157
21,67,2017-5-18 09:29:23,2017-05-18 09:33:49,266
21,68,2017-5-18 09:28:45,2017-05-18 09:29:02,17
21,69,2017-5-18 09:23:58,2017-05-18 09:28:29,271
25,74,2017-5-18 09:25:53,2017-05-18 09:26:07,14
25,75,2017-5-18 09:24:52,2017-05-18 09:25:48,56
25,76,2017-5-18 09:23:46,2017-05-18 09:24:45,59
21,70,2017-5-18 09:21:11,2017-05-18 09:23:41,150
75,78,2017-5-18 09:22:16,2017-05-18 09:23:29,73
25,77,2017-5-18 09:22:43,2017-05-18 09:23:23,40
75,77,2017-5-18 09:20:48,2017-05-18 09:21:52,64
25,78,2017-5-18 09:21:30,2017-05-18 09:21:51,21
25,79,2017-5-18 09:20:54,2017-05-18 09:21:22,28
21,71,2017-5-18 09:20:37,2017-05-18 09:21:04,27
75,82,2017-5-18 09:13:19,2017-05-18 09:20:25,426
21,72,2017-5-18 09:19:40,2017-05-18 09:20:25,45
21,73,2017-5-18 09:18:44,2017-05-18 09:19:29,45
21,74,2017-5-18 09:18:01,2017-05-18 09:18:34,33
84,38,2017-5-18 09:17:21,2017-05-18 09:17:46,25
21,75,2017-5-18 09:15:15,2017-05-18 09:17:42,147
84,37,2017-5-18 09:14:47,2017-05-18 09:17:13,146
21,76,2017-5-18 09:14:33,2017-05-18 09:15:01,28
84,36,2017-5-18 09:14:10,2017-05-18 09:14:27,17
84,35,2017-5-18 09:12:21,2017-05-18 09:14:02,101
21,77,2017-5-18 09:12:36,2017-05-18 09:13:14,38
46,79,2017-5-18 09:11:57,2017-05-18 09:12:27,30
84,34,2017-5-18 09:11:57,2017-05-18 09:12:13,16
80,82,2017-5-18 09:11:38,2017-05-18 09:11:57,19
84,33,2017-5-18 09:11:38,2017-05-18 09:11:50,12
21,78,2017-5-18 09:11:20,2017-05-18 09:11:46,26
84,32,2017-5-18 09:11:16,2017-05-18 09:11:29,13
80,81,2017-5-18 08:57:18,2017-05-18 09:11:26,848
46,78,2017-5-18 09:10:20,2017-05-18 09:10:56,36
21,79,2017-5-18 09:09:53,2017-05-18 09:10:49,56
38,78,2017-5-18 09:08:23,2017-05-18 09:08:37,14
21,81,2017-5-18 09:03:25,2017-05-18 09:07:41,256
33,83,2017-5-18 09:06:11,2017-05-18 09:06:54,43
33,82,2017-5-18 09:04:20,2017-05-18 09:06:07,107
38,81,2017-5-18 08:54:56,2017-05-18 09:04:15,559
35,81,2017-5-18 08:45:31,2017-05-18 09:03:03,1052
21,82,2017-5-18 09:00:06,2017-05-18 09:02:46,160
16,82,2017-5-18 08:58:56,2017-05-18 09:02:33,217
83,76,2017-5-18 09:00:49,2017-05-18 09:01:14,25
20,78,2017-5-18 08:56:55,2017-05-18 09:00:43,228
22,82,2017-5-18 08:56:12,2017-05-18 09:00:32,260
21,83,2017-5-18 08:58:08,2017-05-18 08:59:58,110
83,77,2017-5-18 08:58:43,2017-05-18 08:59:49,66
16,81,2017-5-18 08:47:27,2017-05-18 08:58:42,675
33,79,2017-5-18 08:56:56,2017-05-18 08:58:12,76
25,82,2017-5-18 08:54:07,2017-05-18 08:58:00,233
8,82,2017-5-18 08:46:56,2017-05-18 08:57:32,636
71,76,2017-5-18 08:56:34,2017-05-18 08:57:31,57
80,79,2017-5-18 08:57:03,2017-05-18 08:57:12,9
33,78,2017-5-18 08:56:36,2017-05-18 08:56:50,14
71,77,2017-5-18 08:55:53,2017-05-18 08:56:28,35
33,77,2017-5-18 08:54:03,2017-05-18 08:56:26,143
71,78,2017-5-18 08:55:35,2017-05-18 08:55:46,11
20,79,2017-5-18 08:55:15,2017-05-18 08:55:39,24
22,83,2017-5-18 08:54:19,2017-05-18 08:55:17,58
67,76,2017-5-18 08:54:43,2017-05-18 08:54:48,5
71,79,2017-5-18 08:53:41,2017-05-18 08:54:42,61
67,77,2017-5-18 08:53:19,2017-05-18 08:54:37,78
38,82,2017-5-18 08:50:53,2017-05-18 08:53:49,176
25,83,2017-5-18 08:53:27,2017-05-18 08:53:47,20
71,81,2017-5-18 08:48:25,2017-05-18 08:53:31,306
33,76,2017-5-18 08:52:35,2017-05-18 08:53:28,53
67,78,2017-5-18 08:53:07,2017-05-18 08:53:15,8
20,81,2017-5-18 08:36:49,2017-05-18 08:53:03,974
67,79,2017-5-18 08:52:44,2017-05-18 08:53:03,19
83,78,2017-5-18 08:52:06,2017-05-18 08:52:30,24
74,76,2017-5-18 08:51:42,2017-05-18 08:52:27,45
33,75,2017-5-18 08:51:39,2017-05-18 08:52:15,36
67,81,2017-5-18 08:37:15,2017-05-18 08:51:35,860
33,74,2017-5-18 08:51:12,2017-05-18 08:51:32,20
33,73,2017-5-18 08:50:54,2017-05-18 08:51:05,11
74,77,2017-5-18 08:48:36,2017-05-18 08:50:59,143
33,72,2017-5-18 08:50:20,2017-05-18 08:50:47,27
33,71,2017-5-18 08:49:19,2017-05-18 08:49:40,21
33,70,2017-5-18 08:47:07,2017-05-18 08:49:13,126
83,79,2017-5-18 08:48:44,2017-05-18 08:48:56,12
83,81,2017-5-18 08:47:24,2017-05-18 08:48:34,70
74,78,2017-5-18 08:48:07,2017-05-18 08:48:24,17
15,78,2017-5-18 08:47:46,2017-05-18 08:48:15,29
75,76,2017-5-18 08:47:27,2017-05-18 08:47:55,28
80,78,2017-5-18 08:44:24,2017-05-18 08:47:29,185
15,77,2017-5-18 08:45:42,2017-05-18 08:47:08,86
75,83,2017-5-18 08:38:49,2017-05-18 08:46:50,481
33,69,2017-5-18 08:33:01,2017-05-18 08:43:06,605
33,69,2017-5-18 08:43:11,2017-05-18 08:46:38,207
18,82,2017-5-18 08:42:46,2017-05-18 08:45:35,169
15,76,2017-5-18 08:43:38,2017-05-18 08:45:00,82
23,83,2017-5-18 08:11:19,2017-05-18 08:12:05,46
23,83,2017-5-18 08:44:17,2017-05-18 08:44:25,8
23,76,2017-5-18 08:12:23,2017-05-18 08:12:50,27
23,76,2017-5-18 08:44:02,2017-05-18 08:44:09,7
19,76,2017-5-18 08:39:14,2017-05-18 08:43:53,279
23,78,2017-5-18 08:43:29,2017-05-18 08:43:46,17
35,79,2017-5-18 08:42:56,2017-05-18 08:43:42,46
23,79,2017-5-18 08:40:35,2017-05-18 08:43:20,165
80,77,2017-5-18 08:41:13,2017-05-18 08:43:17,124
15,75,2017-5-18 08:42:31,2017-05-18 08:42:58,27
35,78,2017-5-18 08:42:36,2017-05-18 08:42:47,11
18,81,2017-5-18 08:33:11,2017-05-18 08:42:38,567
74,79,2017-5-18 08:41:53,2017-05-18 08:42:23,30
15,69,2017-5-18 08:41:40,2017-05-18 08:41:54,14
34,81,2017-5-18 08:37:32,2017-05-18 08:41:48,256
68,81,2017-5-18 08:39:04,2017-05-18 08:41:41,157
15,83,2017-5-18 08:40:04,2017-05-18 08:41:15,71
15,67,2017-5-18 08:31:38,2017-05-18 08:39:53,495
35,77,2017-5-18 08:36:50,2017-05-18 08:39:48,178
80,76,2017-5-18 08:38:53,2017-05-18 08:39:11,18
19,77,2017-5-18 08:37:04,2017-05-18 08:37:39,35
19,77,2017-5-18 08:38:53,2017-05-18 08:39:06,13
58,82,2017-5-18 08:37:32,2017-05-18 08:38:28,56
45,76,2017-5-18 08:37:23,2017-05-18 08:37:37,14
34,79,2017-5-18 08:36:55,2017-05-18 08:37:28,33
58,83,2017-5-18 08:33:40,2017-05-18 08:37:17,217
45,77,2017-5-18 08:36:55,2017-05-18 08:37:15,20
8,81,2017-5-18 08:31:03,2017-05-18 08:37:10,367
19,78,2017-5-18 08:36:36,2017-05-18 08:36:59,23
34,78,2017-5-18 08:36:38,2017-05-18 08:36:50,12
45,78,2017-5-18 08:31:53,2017-05-18 08:36:49,296
20,82,2017-5-18 08:33:37,2017-05-18 08:36:40,183
34,77,2017-5-18 08:33:25,2017-05-18 08:36:31,186
19,79,2017-5-18 08:35:58,2017-05-18 08:36:30,32
80,83,2017-5-18 08:35:55,2017-05-18 08:36:26,31
68,79,2017-5-18 08:34:59,2017-05-18 08:35:41,42
68,79,2017-5-18 08:35:42,2017-05-18 08:36:25,43
71,82,2017-5-18 08:17:08,2017-05-18 08:36:09,1141
35,76,2017-5-18 08:35:07,2017-05-18 08:36:05,58
16,79,2017-5-18 08:34:39,2017-05-18 08:35:22,43
67,82,2017-5-18 08:32:24,2017-05-18 08:35:02,158
35,82,2017-5-18 08:26:41,2017-05-18 08:34:46,485
68,78,2017-5-18 08:34:31,2017-05-18 08:34:44,13
19,81,2017-5-18 08:32:12,2017-05-18 08:34:39,147
